SRR15024168	SRR15024173	SRR15024174	SRR15024175	SRR15024177	SRR15024178	SRR15024182	SRR15024183	SRR15024186	SRR15024188
ENSMMUG00000000276	5.01260350959432	5.14392277208441	5.99219623841199	5.29137545698319	5.03996465860974	4.86706054458583	5.82525835518054	5.71429401426347	5.50300624672896	4.43891073916193
ENSMMUG00000000277	6.22362723265374	6.30339614893095	6.30172469832869	6.25164592061081	6.41439968061766	6.21790118300645	6.34264825970605	6.36835132282024	6.14602317569712	6.51090822606276
ENSMMUG00000000278	5.94707970696957	5.62819161705113	5.42220428798925	5.77182191366149	5.42526512475673	5.5968904238228	5.58481177333072	5.80424081290812	5.71485406613917	5.80493296074104
ENSMMUG00000000284	5.47344062619925	5.46687995199113	5.54755697540562	5.72007184296226	5.65940936764948	5.57131939788172	5.47364503609989	5.48195728928052	5.53570738485793	5.19680170237091
ENSMMUG00000000286	2.74331004241468	3.42263292209741	3.59433425160369	3.10128301537931	2.631895338676	3.19170604515129	3.17217419521173	3.98366004367623	3.00417721374798	2.97587588577565
ENSMMUG00000000289	7.35029577282644	7.61200212485339	7.7716683291729	7.0369512121447	7.33874446088797	7.14457235321384	7.6414831273894	7.67410196685219	7.56711674489163	7.36190048755482
ENSMMUG00000000290	3.07780237088965	2.80819811900878	2.86368388906383	3.49857104376006	3.34032488072703	3.87502667771837	3.64312685425224	3.12348433493261	3.14295170803481	2.72676888282426
ENSMMUG00000000291	6.25593429467783	6.34163470911156	6.46750768915455	6.15524544986428	6.35327150016153	6.15979437097721	6.25613747361117	6.24224371822955	6.3975064220876	6.64007254338376
ENSMMUG00000000292	4.4714278110514	4.70955393975867	4.46630105962415	4.62013558758945	4.17534172089131	5.25456732228877	5.14164914588784	4.43953101120636	5.10950393400447	4.64804599605914
ENSMMUG00000000293	6.52403051525502	6.76197128770352	6.75329085368611	6.42113334710721	7.11385774408	6.50378192129548	7.02978607395923	6.89829673679771	6.77886907385491	6.67494771097295
ENSMMUG00000000296	6.95468274443971	7.11527916728378	6.96727567102154	6.99742762683373	6.53921720648624	7.28272165159191	7.20852856187528	7.21870889990524	7.04559956112302	6.53208141054863
ENSMMUG00000000297	1.26594935331009	2.09047650903749	1.47982784957156	1.53168286794423	1.6748762018228	1.18788566501408	1.57725844400279	1.63220239032431	1.23982565784485	1.37005090706181
ENSMMUG00000000300	2.07464031932604	1.35935762631189	2.03122094708463	1.49309700768749	1.55605091604066	1.71306654975774	1.64580522661935	1.05465795373804	1.8226046626279	2.54438871654824
ENSMMUG00000000302	2.07163611452861	2.1721534397363	2.118215757501	2.12679198622661	2.19268370224978	1.42401353610054	1.99693183644961	2.0076820844441	1.70779038409944	1.829677126938
ENSMMUG00000000306	5.67147607550368	5.53546786830874	5.64304726171162	5.69736380436078	5.66212360154748	5.7912203584674	5.82835513082595	5.82780829052272	5.68381512788213	5.68494892034847
ENSMMUG00000000307	4.53086330847725	4.23742857694004	4.24494375656284	4.18560056627854	4.46328902124368	4.56666959080833	4.27051459894013	4.20625112942665	4.43060966704906	4.07717403076819
ENSMMUG00000000308	2.30844057181679	2.25449526570485	2.15677409402326	2.08292030751157	2.64758021185505	2.16207414472825	1.99524386719456	2.63604132442134	1.93004100453931	2.25217193359886
ENSMMUG00000000312	7.13057316139016	6.97627748917716	6.81507355261909	6.73578363768493	6.95063729570553	6.90862063855829	6.78672782132229	6.80885068191461	6.85944713323066	7.02674258697666
ENSMMUG00000000313	2.42528771198119	2.01635509207491	1.86372369557158	2.67557484167919	2.08854152434005	2.77189018215822	2.04311985608723	2.13010359326791	2.28574471223176	2.57617378151254
ENSMMUG00000000314	3.93736232556746	3.38929819587451	3.69501287015499	3.68803242176069	3.24273712275441	3.37343869604067	3.62798220713216	3.76336860761023	3.59696070472433	3.765016612984
ENSMMUG00000000315	5.22650896820607	5.24656153832707	5.29575957197343	4.68488840745093	4.86667724060365	4.64019794309911	4.91643941094225	4.92549958804666	5.06507685584037	4.83556958166438
