SRR15024168	SRR15024173	SRR15024174	SRR15024175	SRR15024177	SRR15024178	SRR15024182	SRR15024183	SRR15024186	SRR15024188
ENSMMUG00000000185	4.26699455947335	4.53056881726278	4.55767107001065	4.08191805829181	4.53386228850819	3.72799792115056	4.33325793636699	3.98509480941176	4.41278478476998	4.42286461162911
ENSMMUG00000000186	6.42834597584761	6.21745555529543	6.28429815157408	5.93652130281217	6.39131015492974	6.26499994200741	6.36340771768098	6.42327505010302	6.3337155329733	6.47579192566105
ENSMMUG00000000187	4.29508482774072	4.22475777558966	4.73439022010125	4.1628649924361	4.06664367758737	4.35922656140222	4.50731058860851	4.64901341629457	4.4076110471634	4.27687215309196
ENSMMUG00000000188	7.41238297600819	7.33484023035147	7.36161188888788	7.73021770878318	7.37615871495576	7.53820912665484	6.91101232368615	7.3638559243126	7.36925821431208	7.31520127717602
ENSMMUG00000000190	3.90518550882873	4.05961547653625	3.58219148459754	3.882529641752	3.80823110567395	4.04255668546442	3.67563118193331	3.68635556164064	3.87940983780283	3.77081953609683
ENSMMUG00000000192	6.90367818565969	7.00192921806979	6.92989896420302	6.57612974082878	6.80576114940564	6.86101677698059	7.12922358238578	7.10475236078941	6.77982298128159	6.48190892829197
ENSMMUG00000000194	6.76460817793605	6.55625409848433	6.93079207242712	6.81580992145233	6.54855541732	6.95219250306752	6.63833386043313	6.16718524265281	6.75085667825123	7.22367974764524
ENSMMUG00000000195	5.91958689246918	6.50047970240342	6.40190060751209	6.64931014137577	6.56877955322119	6.54737563949562	6.61821362084763	5.59547910566494	6.74608690381007	6.76440111630406
ENSMMUG00000000196	0.819978704997403	0.751836519203675	0.782119104192088	1.20337861895007	0.513262144372622	0.157199359343821	1.96526573727117	0.546351564698735	0.0670383860968116	1.92587813366319
ENSMMUG00000000198	4.41537765561636	4.36083699470327	4.67235049925883	4.28869888418415	4.59863387958612	4.54164170998598	4.68656938467183	4.50407399651907	4.43515399520342	4.30272929349699
ENSMMUG00000000203	2.56239210956366	2.13732258807866	1.28458342603419	2.27764187116089	1.72588220919961	2.47850639553378	2.4693117579656	1.36678146119421	1.69106612307126	2.6982455076849
ENSMMUG00000000204	2.22358591200107	2.43135262374983	1.84394486551133	2.18522051561061	1.5536568447065	2.3184158797037	1.56034452814695	1.47701942311567	1.90256343212658	2.00678081577134
ENSMMUG00000000205	2.69747443285211	2.68203875421583	2.4666086601227	2.17319191414103	2.80111419231632	2.36708798295554	2.51781242385283	2.29088644867466	2.34925969046271	2.55360619087404
ENSMMUG00000000208	2.35408435950325	2.02841431056752	1.95926819128524	1.66953748024982	2.1691374893438	1.88124853551142	2.42883084758924	2.89140177682158	2.31369319850588	1.86865611462989
ENSMMUG00000000215	0.699261959341236	0.601338664690644	0.304641986086693	1.22474028735344	0.530311851724846	-0.660477951208264	-0.563205955672441	0.873564322654598	0.366407758489611	0.434701937281702
ENSMMUG00000000217	6.96157853149558	7.14147554351967	7.14908488954413	6.93931470329871	7.07375108110438	6.94191267425895	7.14787651260813	7.23293773366593	7.21341752459124	7.12844638647429
ENSMMUG00000000220	5.3905604966464	5.37462837548804	5.30745410632434	5.05574672798621	5.71148993302894	4.87132551336107	5.27642481430327	5.43442623709269	5.35297006593287	5.43972710347683
ENSMMUG00000000223	3.3952728382611	2.77360972878712	3.04593916179364	1.04438022988632	2.8448134744424	2.30888894264919	2.65962028073393	2.73266292616555	2.96966812353455	3.00295508203846
ENSMMUG00000000224	6.22530263660539	5.90315016631533	5.74954687168461	6.29697823891262	5.70476314939398	6.08670908329875	5.95897230809709	5.75402382720825	5.79925503122656	6.14243282923164
ENSMMUG00000000226	5.32039884164945	5.46073628414205	5.5701994084677	5.29391856937717	5.47452068871704	5.15704215685003	5.46509120031449	5.65083050634882	5.14684467071923	5.18941073447547
ENSMMUG00000000227	5.21935535910151	5.14377390615032	4.72757963974097	4.98681416594419	4.47629917221248	5.39273275784798	5.12429235728114	4.32106900231143	4.40346645883916	4.88789159696274
ENSMMUG00000000229	6.78678016435054	6.77324103026461	6.8544334634281	6.64921662750191	6.77773927654298	6.65393340274415	6.9472562333672	6.77999794461897	6.7261770273427	6.81061337810955
