NAME	TITLE	SCORE	
PDK3		0.7108815	
DDR1		0.7094761	
VIPAS39		0.7086396	
SPATA2L		0.7083812	
KLHDC8A		0.70825785	
ABT1		0.7079727	
HAGH		0.70762336	
SLC35C1		0.70744646	
OGDH		0.70630985	
XPO7		0.7051421	
GDF10		0.70397234	
UTP18		0.7036777	
UBE2D1		0.70361143	
MOSPD2		0.7034655	
F12		0.7033669	
TBKBP1		0.7030286	
BTBD8		0.70280015	
CUL3		0.70203656	
SIRT6		0.70130223	
IQUB		0.70128185	
SLC20A2		0.7010425	
HFE		0.70090437	
PDE1A		0.70059365	
CSNK1A1		0.700426	
ARHGAP6		0.70003444	
HEATR1		0.70000565	
DHX36		0.699441	
PRR7		0.6993835	
RNF180		0.69932646	
GPR152		0.69829553	
ATP1A2		0.6978776	
MEOX1		0.69719005	
ZCCHC2		0.6970245	
KCNK9		0.6965933	
CDK2AP2		0.6961014	
FAM210A		0.69584984	
SORCS3		0.6957732	
SERPINE3		0.6951126	
USP1		0.694872	
NACC2		0.6947986	
BCAS1		0.6940135	
USP5		0.694011	
HSCB		0.6937482	
CD82		0.6932393	
ATP6AP2		0.6927762	
SPTBN1		0.6926132	
GOLGA7		0.6922494	
CRADD		0.69196427	
KIFC3		0.69168246	
NCAPG		0.69140697	
PIK3R3		0.69115406	
ANXA7		0.6898328	
TCOF1		0.6895022	
WAC		0.6892224	
VAT1		0.6886491	
SEMA3E		0.6886189	
FAM91A1		0.6882488	
CD300E		0.6881827	
CACNB1		0.68797886	
GSKIP		0.68764424	
B3GALT1		0.6872674	
SOX11		0.687195	
PPP2R2C		0.6869312	
ZNF710		0.68669015	
ZNF19		0.68598974	
IL1RAPL1		0.6856475	
GLS2		0.68546814	
UBP1		0.68527013	
WDR7		0.684501	
PIGO		0.6844238	
FYTTD1		0.6843802	
VWA8		0.684317	
CRYZ		0.6840716	
KCNE2		0.68350244	
AMZ1		0.6834554	
MASTL		0.6829455	
ZMYND8		0.6821528	
DNAJC10		0.6820927	
TEX10		0.6820289	
PNLIPRP1		0.68137056	
TACC3		0.6809465	
UBE2J2		0.6807381	
VAC14		0.6807051	
HSD17B6		0.67960775	
TPST1		0.679575	
UHMK1		0.6789515	
RCBTB2		0.67844605	
COX6B1		0.6781864	
CCNE1		0.6779822	
KCNJ14		0.6779181	
CALY		0.6777419	
SNCB		0.67753685	
RIOK2		0.6774163	
SLC25A46		0.67740417	
EDC3		0.6770663	
TMOD4		0.67653304	
PCDH12		0.6763038	
SRL		0.6748876	
AZIN1		0.6738889	
RIMS3		0.67252046	
SLC29A3		0.6716389	
RAB11A		0.6715538	
RAP1GDS1		0.6699862	
SPATA24		0.669898	
CHST2		0.66971654	
CABYR		0.66933507	
TMEM41A		0.6689032	
CEP170		0.6683857	
LMNB2		0.6681706	
UBE2W		0.6678902	
NHLRC1		0.6677394	
CHPF		0.6673185	
STRN		0.66690123	
DCAF6		0.6666098	
ZNF133		0.66649765	
SPSB4		0.6663094	
GCNT2		0.6659584	
AP3D1		0.6658529	
VPS11		0.66512996	
ST3GAL5		0.6644363	
WNT3		0.66436136	
HSPA4		0.66381276	
SCAP		0.6632798	
ESPL1		0.66321766	
STXBP5		0.66313386	
MYO5A		0.6627848	
SGSM1		0.66276014	
SDF4		0.662072	
MAP2K4		0.6617601	
CDH13		0.6614234	
NEDD1		0.66140705	
DBT		0.660424	
ZMYND11		0.6602689	
WNT10B		0.66012216	
SPIRE2		0.6595898	
MCM3AP		0.6593903	
TRAF3IP1		0.65911853	
MSL2		0.6587851	
AP2A1		0.65855014	
SF3B2		0.65833944	
GNAT2		0.657365	
SLC6A1		0.6564617	
CCDC69		0.6562629	
THNSL1		0.65573347	
ZNF786		0.6555917	
SNAP91		0.65491855	
SCN8A		0.654669	
CTBP1		0.65431273	
PSMG3		0.65305287	
ARRDC3		0.65299463	
CNOT1		0.6525642	
FLRT1		0.65230304	
SRF		0.6517783	
ZSCAN2		0.6516604	
ZFYVE27		0.6512689	
DHX29		0.6502799	
FYCO1		0.6501322	
ZNF140		0.65012527	
SLC35F5		0.6497319	
CD59		0.649668	
ANKRD13C		0.6494252	
ERMAP		0.6492111	
PCLO		0.648891	
VRK3		0.6482316	
ZNF689		0.6480913	
RP1		0.64789426	
ARL2BP		0.6475713	
MED31		0.64738685	
ALDH3A1		0.6473531	
BAG5		0.6470695	
NXPH2		0.6463009	
ABCC9		0.6457295	
SFXN5		0.6453813	
NBN		0.6453233	
PLSCR3		0.6453183	
ZDHHC24		0.64476377	
SAMD12		0.644317	
ARRB1		0.6443068	
THAP4		0.6442676	
P2RX7		0.6439482	
AR		0.64352137	
LMBRD1		0.64328086	
PRMT2		0.6429386	
SLC35B4		0.64249223	
FSCN2		0.64211416	
CPT1A		0.64121974	
ASB1		0.6410274	
MCM9		0.64082485	
CLASP2		0.64065343	
MYT1L		0.64050007	
ZNF774		0.63963693	
SLCO2A1		0.63955814	
AVEN		0.6391217	
TOP2B		0.6377147	
PXMP2		0.6376194	
ZNF157		0.6373114	
KCNAB2		0.6372105	
LAG3		0.6369706	
CPLX2		0.636756	
INPP5F		0.63554263	
EFTUD2		0.6343131	
SLC25A12		0.6341066	
INTS5		0.6334564	
DCX		0.63334656	
NES		0.6328483	
NFIX		0.63188803	
NDUFB5		0.6312979	
LARP7		0.63102907	
AK7		0.6308435	
FBXO40		0.63053	
HYDIN		0.6302251	
CKB		0.63021874	
MLST8		0.62992436	
PTPRJ		0.62973577	
ZNF568		0.62946844	
IQSEC1		0.6287458	
FUCA2		0.62873495	
SMARCE1		0.6286169	
CHRM1		0.62846863	
STOM		0.6282172	
PRKCQ		0.6279155	
UNC5D		0.6278379	
LIMK1		0.62752604	
CDC42EP1		0.6274536	
LGR4		0.6273398	
PRELID2		0.62726736	
HCN3		0.6271958	
SFXN4		0.62646484	
CASD1		0.62610143	
NOL8		0.6253079	
HS3ST4		0.62445354	
ISCU		0.624043	
CDC23		0.62365127	
SCRN3		0.623287	
TUFT1		0.6230148	
BAG1		0.6228457	
KCTD20		0.62276906	
SF3B3		0.622328	
METTL5		0.6222861	
GAD1		0.6212494	
ZNF595		0.62068945	
PTPN11		0.62052536	
TMEM147		0.6204941	
NDUFB2		0.6202405	
KIF2C		0.6194508	
CAPN14		0.61945015	
MYSM1		0.6190978	
UFM1		0.61890954	
SFXN2		0.6187013	
THAP10		0.61845756	
CTDP1		0.61826	
BTK		0.6180862	
ZNF189		0.61790895	
TOX2		0.617682	
GALK2		0.6174733	
MAP7D1		0.6172958	
CREBBP		0.6172473	
TAF7		0.6169928	
RAD51C		0.6169238	
LAMC3		0.6162928	
DSN1		0.61627203	
RPE		0.61602277	
IFIT5		0.61573404	
PRICKLE2		0.6156436	
NAP1L4		0.61537665	
FGF5		0.61518365	
DCTN2		0.6150971	
CDH24		0.6144959	
HTR1E		0.6144267	
CALR		0.61429447	
PRSS54		0.6142425	
INHA		0.6137439	
PRDX3		0.61348903	
CDKN2B		0.61322755	
PDLIM5		0.61280125	
CLVS2		0.6126333	
BCR		0.61203957	
ACAD9		0.611856	
COX10		0.61183935	
APP		0.61177427	
TPMT		0.6109647	
GGH		0.6100831	
BTBD16		0.6099947	
RBM18		0.60984236	
TMEM167B		0.6096318	
NUB1		0.60953254	
DIRAS2		0.60951155	
MAPT		0.609474	
ZNF235		0.6081713	
NUP35		0.6081181	
SMS		0.60793597	
UGCG		0.60695195	
PRPF19		0.60650516	
PSMD7		0.6064489	
TBK1		0.60626215	
MDM1		0.60601336	
ALAD		0.60593146	
GAB1		0.6055262	
COBL		0.60533565	
SPTAN1		0.6052267	
WNT4		0.6051442	
GRIP1		0.6051224	
FZD3		0.6050773	
ANAPC2		0.6048529	
AHCYL1		0.6048507	
WNT2		0.6047548	
TAF9B		0.60463387	
TMEM79		0.60435563	
UBE2H		0.60390675	
FASTKD2		0.6037046	
PPIL1		0.60366344	
NCOA5		0.60362613	
YPEL4		0.6031303	
STIM2		0.6029882	
MRPS35		0.6026687	
ZNF160		0.6025247	
STXBP4		0.60229146	
ZNF221		0.6019827	
SUV39H1		0.6019132	
CLCN6		0.60128856	
POLA1		0.60060596	
PTHLH		0.6003269	
BMPR1B		0.6001858	
DCK		0.5992351	
ECI1		0.5992286	
UBXN2B		0.5991192	
ZC3H3		0.5989288	
RAB18		0.5977453	
BFAR		0.59762573	
AZI2		0.5974829	
ILDR2		0.59726185	
IRF6		0.597117	
ELMOD3		0.5965369	
EGLN1		0.59569055	
SLC16A10		0.59541225	
ELMOD2		0.5951282	
AGAP1		0.59464735	
NDUFB4		0.5943312	
SYNGR1		0.594264	
FAM107A		0.5941009	
LAP3		0.5934867	
HTR3A		0.59334946	
COG5		0.5929783	
RYR2		0.5929656	
GAS6		0.5929336	
RWDD2A		0.59127384	
KLHL3		0.591081	
GREB1		0.59048647	
SEC13		0.5903904	
GUCY1A2		0.5896854	
NPAT		0.58929735	
FAM81A		0.58883923	
ERC2		0.5883346	
KCNQ5		0.58827305	
MAP7		0.5873934	
CNR1		0.5873922	
APBA3		0.5869063	
MYOF		0.58687127	
ZNF180		0.586728	
SPOP		0.5866645	
MTAP		0.5866298	
LRSAM1		0.58622926	
TTPAL		0.5860996	
TPRKB		0.5858034	
OASL		0.58569354	
CRBN		0.5853997	
MAML1		0.5850088	
AMOT		0.584799	
CPQ		0.5844979	
RABL3		0.584476	
NUDT2		0.5842637	
ZZZ3		0.5842603	
MTUS2		0.5839889	
SACM1L		0.58387315	
MRRF		0.5834332	
OPTN		0.5831062	
WDR47		0.58269835	
CCDC169-SOHLH2		0.58266205	
CALCB		0.58218235	
FBXO25		0.58173776	
TREX2		0.5816368	
CANT1		0.58162963	
RCAN1		0.58107996	
NRCAM		0.5810138	
MED17		0.58100605	
CCDC122		0.580685	
ZBTB6		0.5805541	
CNPY1		0.5804411	
RCN1		0.58009535	
GTPBP1		0.57965624	
CTXN1		0.57961714	
CCDC51		0.5794243	
HEPACAM		0.57929486	
CA14		0.5791432	
COL12A1		0.5782407	
FBXW8		0.5781625	
TNFAIP1		0.5777695	
NUMA1		0.5773203	
TNFRSF21		0.5772019	
ZNF483		0.57719684	
ZNF629		0.57708305	
RPGRIP1L		0.57693493	
SLC25A11		0.57662123	
PEX5L		0.57616276	
MRPL51		0.57594454	
RALGAPB		0.5755924	
PUM1		0.575295	
ZCCHC7		0.5749996	
ARL4C		0.5747374	
CSTF2T		0.5738674	
ADCY1		0.5737533	
CRB1		0.5736352	
CLIP3		0.5732981	
ARID1B		0.5732939	
SLC41A1		0.5730868	
GPRIN3		0.5724911	
PSMB6		0.5717989	
MGME1		0.5716952	
JAKMIP1		0.5713272	
PLAU		0.5690331	
PHF10		0.56882435	
FOLR2		0.5688203	
ABCD2		0.56764525	
AKR1A1		0.5675379	
LRRC8C		0.5673944	
LCP1		0.56685805	
SNAPC1		0.5665292	
POP1		0.5664802	
CNTN3		0.5664502	
CDC42BPA		0.5658532	
TLR4		0.56566215	
LRFN2		0.56562513	
SDK2		0.56536204	
NDUFS6		0.565284	
GPATCH4		0.5648262	
HSPA12A		0.5645589	
CCNI		0.5640033	
SLITRK3		0.5638847	
FBXO44		0.56274825	
WDTC1		0.5626695	
CLPB		0.5623557	
PARVA		0.5617217	
TAF1A		0.56047326	
CD244		0.5598822	
ELAVL4		0.55967104	
KLB		0.5589282	
RGS7BP		0.558495	
ZMYM4		0.55808055	
LSM12		0.5580365	
UBAP1		0.55794156	
CPEB3		0.5576776	
AMOTL2		0.5575725	
AP1AR		0.5570066	
ZNF646		0.556706	
SNX10		0.5566125	
TMEM220		0.5564734	
WDR44		0.5562761	
KLK15		0.55600005	
FBXO7		0.55580837	
FAM3C		0.5557003	
NXT2		0.55546707	
PYGM		0.55478084	
CWF19L2		0.5545977	
POPDC1		0.55422336	
GOLPH3L		0.55396366	
PHIP		0.5537201	
DNAJC24		0.5537023	
GPC4		0.5534474	
ARID5B		0.5524408	
NLRP6		0.5524104	
EIF3H		0.55199355	
PNPLA3		0.55189455	
FLAD1		0.55087256	
PITPNA		0.55073994	
SPG7		0.55050534	
NIPA2		0.55024785	
PIK3CA		0.55021906	
BMAL2		0.55011165	
RRAGA		0.5498009	
TMUB2		0.5495923	
PSMD10		0.5495603	
HGS		0.54933566	
STAT4		0.54911083	
SPG21		0.54901475	
ID4		0.5489069	
PI4KA		0.5478685	
NCAM2		0.54763263	
MRPS18B		0.54761004	
KCND3		0.5472619	
TDRKH		0.5470363	
GNA11		0.54686314	
LYPLA2		0.546704	
SNTG1		0.54667056	
TFAM		0.54626197	
OSBPL1A		0.54599553	
TCTN2		0.5455098	
SHC3		0.5452125	
MARS2		0.544404	
YTHDF2		0.54438835	
GDF5		0.5439377	
MITF		0.54393566	
SKI		0.5420604	
ANK1		0.54191726	
HSPB1		0.5415621	
MRPS30		0.54122597	
IFI6		0.54107255	
MATN1		0.54078203	
ABHD12		0.5405344	
TMEM88		0.54043216	
ASTN2		0.5397035	
ELMO1		0.5391321	
VEZF1		0.5382978	
STC2		0.53776735	
MIER2		0.5376778	
PRKCB		0.5375067	
MMP24		0.5373119	
MLH3		0.5370342	
NUDT16		0.53680676	
PPAT		0.5364515	
CWC22		0.5361648	
PHF7		0.5360543	
FOXN2		0.5355813	
BLOC1S2		0.53509057	
DNAJC15		0.53493273	
METTL21A		0.53477967	
USP10		0.53468454	
SH3GLB2		0.53448445	
JAZF1		0.5339745	
AADAT		0.5337257	
RHOBTB3		0.5336721	
KLC2		0.5336229	
RNF126		0.5335458	
UMODL1		0.5328385	
SLC35F3		0.53257865	
USP13		0.5324913	
PDCL		0.5324302	
TRIO		0.5322365	
SPPL3		0.53211516	
ANKLE2		0.5321151	
NIPAL2		0.53173256	
CHST11		0.5308711	
PIM1		0.5303261	
MKKS		0.5300187	
FAF1		0.5298279	
PLD6		0.52979857	
MPV17L2		0.52961135	
EID2B		0.5294562	
GOSR2		0.52895206	
CCT5		0.52892977	
DLEU7		0.528362	
CAB39		0.52823323	
PITPNB		0.52702266	
ZNF697		0.52695197	
PTPN14		0.5268387	
KBTBD2		0.52632207	
SH3BP5L		0.5263183	
TCEA1		0.5253892	
TRAM1L1		0.52480835	
CPVL		0.524792	
SERINC3		0.52448225	
DACT1		0.52424014	
GLRA3		0.52360106	
IL16		0.5234748	
UBE2K		0.52342033	
PITPNM3		0.52247185	
RND2		0.52191305	
USP31		0.52186596	
ADCY5		0.52172184	
ECT2L		0.521347	
HTR5A		0.5206652	
TRIM33		0.5203593	
POLR3GL		0.5199609	
ZNF592		0.51991504	
ZNF662		0.51960933	
SLC39A9		0.51931846	
CPNE8		0.51919305	
SYP		0.5189731	
ZNF543		0.5189668	
TMEM19		0.5185835	
CD40		0.51839375	
STARD4		0.5178443	
ROMO1		0.5174187	
SLC24A4		0.5171007	
HSPB8		0.51705396	
GPRIN2		0.5168651	
PIGB		0.5166717	
RAB11FIP3		0.5160711	
TMEM203		0.5157917	
CAMK4		0.51536876	
CWF19L1		0.51515806	
MED29		0.51455015	
TLR6		0.5141979	
CX3CL1		0.5140249	
RABGAP1L		0.5133827	
NIN		0.5132993	
SMARCC2		0.5128283	
UHRF2		0.51282686	
TRAK2		0.5127747	
ZNF70		0.5127372	
IDE		0.51246035	
ATP10B		0.5120513	
DUSP11		0.5118256	
LRRC55		0.5117253	
PIK3R5		0.5116746	
PARP3		0.5116101	
DNER		0.5115977	
SNX8		0.51150393	
SETD6		0.5113938	
OTUD7B		0.5112802	
SUMO1		0.51084155	
USP16		0.51081014	
FAM163B		0.5106261	
ALG2		0.5102908	
SPP1		0.51024765	
NXPH3		0.5097764	
AS3MT		0.5090886	
SLC10A7		0.50832045	
UBE3A		0.5081279	
NEUROG3		0.50775427	
CCNT1		0.50743586	
PTGIR		0.5073235	
CNTNAP5		0.5071487	
PACS2		0.5068589	
RPH3A		0.5065441	
AGBL3		0.50621915	
PUM2		0.5060536	
CRTC1		0.5057952	
DCDC2		0.50526375	
EDEM1		0.50468487	
TGFB3		0.5046176	
PSMA1		0.5043583	
CDK17		0.5042542	
SEMA5A		0.5040703	
ASNSD1		0.50390327	
ATG2B		0.5031162	
PTAR1		0.5029703	
RHOBTB1		0.50223094	
SPTSSA		0.5020297	
ERBB3		0.50181067	
PARS2		0.50161314	
CDR2L		0.50084686	
KCTD10		0.50005597	
CACUL1		0.49991488	
TMEM230		0.49896362	
KLHL32		0.49836946	
SPCS1		0.4980271	
USP51		0.49771836	
AGTRAP		0.4976525	
PPARG		0.49765167	
ZNF681		0.49759406	
NAA50		0.49740502	
UGP2		0.49740067	
NID2		0.49700916	
JPH4		0.49658257	
ARHGEF7		0.49628246	
BMPR2		0.49600476	
NUP43		0.49476993	
PDZD2		0.49462548	
STT3B		0.4939234	
ARL6IP1		0.49364057	
NCKAP1		0.49349344	
KIF3C		0.4934486	
PYGB		0.4925714	
MAPK8		0.49243587	
SORL1		0.49171475	
NPPC		0.49170235	
GRK6		0.491649	
TNRC6B		0.49064627	
INSIG2		0.49059212	
C12orf56		0.49035737	
TMEM185B		0.49007517	
ACER3		0.48985946	
PSMB5		0.4896607	
DEGS1		0.48943436	
TXNL4B		0.4890427	
PCGF3		0.48754343	
EMC2		0.4872174	
CASKIN1		0.48708448	
POLE3		0.48660734	
CACNA2D1		0.48657393	
SUPT6H		0.4862019	
IRAK1BP1		0.4860548	
ZNF704		0.48578054	
ARL5B		0.48507434	
STC1		0.48499644	
HMGXB4		0.48470572	
ZNF280D		0.48465815	
ARHGEF40		0.48444977	
GRM1		0.48360935	
TM9SF4		0.48292458	
ACSM5		0.4824773	
SMC4		0.4824351	
NNT		0.4822406	
ACAP2		0.4815509	
FOXJ3		0.48110214	
PHGDH		0.4810955	
KIF3A		0.4810517	
ZNF546		0.4808746	
LGI2		0.48059914	
MAML3		0.4799815	
RAMP3		0.4797434	
ARHGAP5		0.47913614	
SLC37A4		0.47888446	
PEX11B		0.47873896	
HUWE1		0.47859555	
BDKRB2		0.47846493	
CCDC149		0.47846398	
EXOC5		0.4783228	
THAP1		0.47826418	
C1QTNF2		0.4777741	
RAB6A		0.47749147	
LRRC66		0.47727832	
BLVRA		0.47724003	
LANCL2		0.4769309	
IKZF5		0.47678655	
SYBU		0.47641706	
DLG3		0.476333	
AVL9		0.47576007	
FKBP7		0.47574213	
OCIAD1		0.47570723	
HPCAL4		0.47505856	
PRRT1		0.47404677	
ACAT2		0.47338223	
HSPH1		0.47283918	
PTTG1		0.47241208	
MRPL44		0.47202954	
MTBP		0.47100455	
EEF1B2		0.47072676	
RXFP3		0.47018385	
THEMIS2		0.46985352	
ZNF319		0.4690846	
ATP1A1		0.46891022	
FANCE		0.46817905	
MAP3K2		0.46770927	
ZNF330		0.46741384	
SH3RF2		0.46708608	
TMEM132E		0.46658427	
CD2AP		0.46619534	
SEMA6C		0.46615684	
MTMR14		0.4658293	
OLA1		0.46482018	
UPF2		0.4645017	
SULF1		0.4643968	
TUB		0.4623857	
MSH3		0.46224844	
VPS8		0.4620565	
TEX9		0.4615178	
OLFML2B		0.46115303	
DPYD		0.4609767	
GLRX		0.46078774	
USO1		0.4596801	
RNF41		0.45967284	
ZDHHC14		0.45856506	
SDHAF2		0.45821404	
GNAZ		0.45820042	
ABCA12		0.45780674	
SFXN1		0.45731086	
RDH11		0.4568578	
ZDHHC2		0.45681858	
TNFRSF4		0.4564881	
HPS1		0.45644754	
PSMD9		0.4561373	
AIFM2		0.45611578	
DCHS1		0.45554662	
EIF2A		0.45530233	
WDR82		0.4553022	
IL20RB		0.45527536	
POMP		0.4552146	
PCNP		0.4548689	
ZBTB16		0.4541214	
SETD7		0.45398748	
APMAP		0.45393905	
IRAK2		0.45342284	
DMXL1		0.4531614	
ADD3		0.45301428	
ANXA6		0.45267165	
ALG5		0.45199564	
SMPD4		0.45187733	
CD14		0.45158157	
DAAM2		0.45142588	
SLC2A3		0.45115477	
C3orf70		0.45046616	
UQCRC2		0.4501792	
HP1BP3		0.4489893	
SGK3		0.44849008	
PEX3		0.4479664	
MORC2		0.447592	
SMAD9		0.44710794	
MCHR1		0.44688988	
HSPB6		0.44678262	
GPLD1		0.44657525	
FRK		0.44644496	
TNPO2		0.44572088	
PAPOLA		0.4455571	
SBNO2		0.4454429	
MAP2		0.44497535	
CST6		0.44497457	
DGKI		0.44437027	
ZNF575		0.44375682	
EXOSC9		0.44355774	
MARK2		0.4435236	
NUDCD1		0.44347584	
SNX13		0.4429216	
WDR12		0.44264242	
ALOX5		0.44253483	
YWHAZ		0.44193205	
ZNF81		0.44031146	
PLXNA4		0.44027996	
VPS4A		0.4398709	
SNAP47		0.4397321	
ERGIC1		0.4388963	
ZSCAN22		0.43868336	
OSBPL8		0.4385801	
SERPINB8		0.43804666	
UBXN4		0.4376647	
DRD5		0.43662736	
TMEM87B		0.43637046	
HYPK		0.43568417	
NFYC		0.43556267	
EPHA8		0.4355362	
PDIA6		0.43536744	
GAK		0.43527496	
TTC1		0.43524826	
MRPS26		0.43514037	
ZC3H15		0.43489194	
PITPNC1		0.43399763	
RUSC2		0.43386602	
PHKG1		0.43352705	
UQCRB		0.43345106	
RAI1		0.4333412	
AKR7A2		0.433336	
RNASEH2A		0.43329787	
BBS9		0.43263736	
NXPH4		0.43253183	
NUP37		0.43224108	
SAT2		0.43221307	
SNX5		0.4319353	
CTNNBL1		0.43145964	
C11orf58		0.4312923	
KDM1A		0.43117186	
NME7		0.4310678	
TM2D2		0.43101713	
GGCT		0.4309914	
AGPAT5		0.4300157	
MYH10		0.42980167	
TBC1D16		0.42923978	
ENPP5		0.42911825	
RPL27		0.42899916	
ZHX3		0.4286223	
MAP1A		0.42815787	
FBXO34		0.42736062	
TPX2		0.42725945	
MLLT3		0.427041	
LPGAT1		0.426894	
TRPV1		0.4268108	
E2F1		0.42630294	
FAM151B		0.4262306	
TCF20		0.4258144	
PRCC		0.42578807	
CADM3		0.42577073	
PREP		0.4255413	
ZNF800		0.4255109	
KLHDC10		0.4253785	
RASA1		0.4251947	
VDAC1		0.42498294	
HMG20A		0.42490646	
DOC2A		0.42471647	
NEUROD6		0.42470232	
TRIP12		0.42435744	
CTNNA1		0.42427063	
SPESP1		0.42401934	
DHDDS		0.4235288	
ZNF287		0.4233942	
AMPD2		0.42323527	
NDUFS2		0.42315105	
RAB33A		0.42298448	
SOX21		0.42241225	
HLF		0.42238596	
FAM76B		0.42236835	
SERPINB1		0.42223275	
PRR15		0.42208824	
SPOPL		0.42205992	
GNG13		0.42186323	
ARHGAP1		0.42179245	
CRAT		0.4217895	
DCAF11		0.42145735	
ADD2		0.42121103	
PLA2G15		0.4209508	
XRRA1		0.42089906	
KCNA1		0.4206122	
KLF3		0.41986606	
EMC10		0.41972739	
PAG1		0.41966245	
IFNGR2		0.41928875	
B3GALNT1		0.41867653	
CDC6		0.4186478	
ELK1		0.41834056	
SLC20A1		0.41801712	
SLC24A1		0.41798547	
F7		0.41721404	
TMEM63C		0.41697958	
ANP32B		0.41696775	
CHRDL2		0.4162453	
UBE3B		0.4156766	
TNIP1		0.41554216	
UNC80		0.4155281	
ZNF691		0.41547745	
INPP4A		0.4146264	
ATPAF2		0.4141216	
CRYGN		0.41407838	
ADAMTS16		0.41406536	
HMGCLL1		0.41363746	
SLC31A1		0.41331938	
MRPS2		0.41319007	
MBTPS1		0.41315573	
MPST		0.41277796	
MRPL13		0.41276753	
NSA2		0.41255105	
CYP3A7-CYP3A51P		0.41211745	
EPS15		0.41188914	
RAB27B		0.41188452	
ORAI3		0.41181976	
FCHO2		0.41178328	
SH3RF1		0.4113477	
PDXK		0.41124606	
NPY2R		0.41063076	
TYW2		0.40987617	
CHMP5		0.4097117	
SLC37A1		0.40955874	
RIMS2		0.4093926	
TXNDC11		0.40871063	
NUDT1		0.4086912	
RBMX2		0.4083536	
COX17		0.40807387	
GUF1		0.40804425	
SATB1		0.40743697	
SLC2A10		0.40643817	
COL8A1		0.40617248	
TUSC3		0.40610278	
FAH		0.40605265	
LRRC34		0.40604138	
CD200		0.4060067	
KIF23		0.40557048	
MESP1		0.40555283	
SERF2		0.40489215	
EPS15L1		0.40482405	
AKAP12		0.40480167	
PALB2		0.404785	
DNM1L		0.4044124	
GIGYF2		0.40376252	
PGAP2		0.40242735	
DCLRE1B		0.40234715	
IGHMBP2		0.40221927	
IARS2		0.4022011	
KCTD11		0.40201405	
NSMCE4A		0.4020056	
SGMS1		0.40191692	
RAB3D		0.40166613	
POLR3F		0.40097195	
SCD5		0.40079093	
NXT1		0.4003527	
TXNIP		0.39993927	
ZNF174		0.39982373	
TSSK2		0.39964432	
KDM3B		0.39962763	
NEO1		0.39934427	
SLC17A6		0.39854637	
PAIP1		0.39849496	
MAPK3		0.39772677	
MRS2		0.39760515	
TNNT2		0.39757937	
PTPRF		0.3970964	
ELOVL7		0.39694044	
MTMR7		0.3967215	
MECP2		0.3964739	
TSNAXIP1		0.39631787	
MRPS7		0.39584604	
TNIP3		0.3957831	
GTF2IRD1		0.39493597	
POLD4		0.3942254	
HLCS		0.39399046	
ETFA		0.39384934	
MAP3K10		0.3934496	
GTF2F1		0.3933101	
RNF152		0.39047402	
NREP		0.3901334	
PNMA5		0.38967764	
ZNF524		0.3896661	
RAD21		0.38938746	
EMILIN3		0.3891932	
ANO3		0.38910985	
HEBP2		0.38899684	
TSPAN1		0.38884404	
ZMYM6		0.38877228	
ACACA		0.3879926	
ZMYND12		0.3876955	
NIPBL		0.3876557	
FBXL15		0.38747793	
FADS2		0.38739666	
STAT5B		0.38728523	
EIF2AK3		0.38705483	
NAALADL1		0.38677883	
VCPIP1		0.38652104	
RNF168		0.38592193	
IRF3		0.3858936	
RFC2		0.38561365	
PRDX4		0.38552314	
FERMT1		0.38512585	
CAST		0.38482344	
COQ10B		0.38470194	
PAPSS1		0.3845212	
RGL3		0.38440785	
UBE2I		0.3840261	
RPS27A		0.38389173	
SLC25A20		0.38386443	
VLDLR		0.38379955	
CDH7		0.3834038	
BTBD10		0.38340187	
C21orf91		0.38335446	
CNOT6		0.38293648	
CUL2		0.3826637	
MGST2		0.38253322	
CNTNAP4		0.38220266	
ETV5		0.38200554	
ST6GALNAC5		0.3818981	
ISOC2		0.38150036	
AGK		0.38105592	
TNIK		0.38097748	
NQO1		0.380951	
HINFP		0.3802992	
TSSC4		0.3801083	
SEPHS1		0.3796963	
TRMT61B		0.3795668	
SPR		0.37934804	
MB21D2		0.379276	
ZC4H2		0.3791593	
ASPH		0.37870386	
TMEM44		0.37830365	
DUSP26		0.3779267	
SLC24A3		0.37755582	
ASAP2		0.37745225	
GEMIN6		0.37658545	
PDE3A		0.37654644	
AGTPBP1		0.37623382	
APLP1		0.37595183	
NPTN		0.3755913	
RAB3A		0.37558314	
TIMM8B		0.37545225	
LRRTM4		0.37529916	
SLC4A9		0.37361214	
ZNF286A		0.37323996	
TIMP4		0.37316477	
PARP2		0.37265772	
RAB2A		0.37253273	
NCKAP1L		0.37240124	
COX6C		0.37215897	
ADK		0.37199184	
EIF4G2		0.371377	
TXNL4A		0.37115443	
CD274		0.37093094	
GCC1		0.37025037	
DDX25		0.36940297	
BAZ2B		0.3687298	
TGFB2		0.36801618	
MMADHC		0.36776513	
C1orf50		0.36702174	
DIXDC1		0.36681947	
SREBF2		0.36612016	
RNF135		0.36593556	
OPRK1		0.36554316	
MAP2K2		0.36503634	
JOSD1		0.36493614	
GTF2H2		0.3648453	
MCM6		0.36483955	
GNG2		0.36430734	
MBLAC2		0.36408713	
PRKAA1		0.36380747	
ZC3H6		0.363311	
TPCN1		0.36309773	
FRYL		0.3620696	
GLE1		0.36194822	
IK		0.3618688	
TRAF3		0.36179215	
APEX1		0.3616543	
EPHA5		0.36152372	
ACADSB		0.36137667	
C9orf78		0.36079794	
RHOV		0.35886937	
