Geneid	SRR15024168	SRR15024173	SRR15024174	SRR15024175	SRR15024177	SRR15024178	SRR15024182	SRR15024183	SRR15024186	SRR15024188
ENSMMUG00000054647	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054648	3	0	0	4	0	0	0	0	1	1
ENSMMUG00000054649	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054650	41	55	23	43	31	29	38	28	22	28
ENSMMUG00000054651	17	2	6	18	20	11	13	14	15	13
ENSMMUG00000054652	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054653	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054654	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054655	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054656	10	11	5	21	6	7	6	4	8	12
ENSMMUG00000054657	5	1	0	8	5	2	1	0	7	7
ENSMMUG00000054658	23	7	10	11	12	10	28	7	18	16
ENSMMUG00000054659	0	0	1	0	1	1	0	0	0	3
ENSMMUG00000054660	203	199	296	209	259	171	263	144	171	149
ENSMMUG00000054661	23	9	14	36	32	21	26	21	18	20
ENSMMUG00000054662	0	0	0	0	6	3	0	1	3	3
ENSMMUG00000054663	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054664	0	0	0	1	0	0	0	0	0	0
ENSMMUG00000054665	0	0	0	0	2	0	1	0	3	0
ENSMMUG00000054666	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054667	0	0	1	2	1	0	2	3	3	0
ENSMMUG00000054668	13	2	9	15	11	8	8	1	12	12
ENSMMUG00000054669	23	16	7	22	4	6	7	7	9	16
ENSMMUG00000054670	8	2	5	4	9	5	9	1	9	4
ENSMMUG00000054671	1	6	0	0	0	0	0	0	0	0
ENSMMUG00000054672	17	12	11	23	26	9	17	9	12	16
ENSMMUG00000054673	0	0	0	1	8	0	1	0	0	2
ENSMMUG00000054674	363	293	209	337	223	192	290	273	251	248
ENSMMUG00000054675	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054676	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054677	0	2	0	1	0	0	0	0	0	0
ENSMMUG00000054678	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054679	2	0	5	1	1	2	1	0	0	6
ENSMMUG00000054680	1	0	0	1	0	0	0	0	0	0
ENSMMUG00000054681	0	0	0	0	0	2	0	0	0	1
ENSMMUG00000054682	0	3	0	2	0	0	0	3	0	0
ENSMMUG00000054683	10	3	0	6	8	0	0	1	2	0
ENSMMUG00000054684	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054685	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054686	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054687	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054688	0	1	0	0	1	0	0	1	0	0
ENSMMUG00000054689	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000054690	1883	1254	2278	1450	1707	1154	1791	1512	1637	1476
ENSMMUG00000054691	5	0	3	5	8	5	5	5	16	2
ENSMMUG00000054692	0	0	0	0	0	0	0	2	0	2
ENSMMUG00000054693	0	5	0	1	0	3	0	1	0	1
ENSMMUG00000054694	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054695	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054696	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054697	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054698	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054699	1	0	4	0	0	0	0	6	1	1
ENSMMUG00000054700	7	0	5	1	0	4	12	3	2	2
ENSMMUG00000054701	129	65	92	124	59	101	78	54	100	121
ENSMMUG00000054702	7	9	5	9	6	3	6	3	5	3
ENSMMUG00000054703	1	0	1	4	8	0	2	5	4	0
ENSMMUG00000054704	2	1	0	0	0	0	1	2	0	1
ENSMMUG00000054705	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054706	0	10	0	2	1	5	1	0	1	2
ENSMMUG00000054707	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054708	97	62	30	39	41	42	69	56	47	58
ENSMMUG00000054709	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054710	27	6	10	10	17	24	27	19	14	12
ENSMMUG00000054711	16	16	9	27	14	8	6	17	20	16
ENSMMUG00000054712	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054713	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054714	0	0	0	0	0	0	0	0	2	0
ENSMMUG00000054715	0	2	0	0	2	0	1	2	0	0
ENSMMUG00000054716	7	3	0	1	0	2	0	1	1	0
ENSMMUG00000054717	0	1	0	0	0	0	0	1	0	0
ENSMMUG00000054718	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054719	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054720	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054721	177	161	166	72	183	150	445	128	172	222
ENSMMUG00000054722	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054723	0	0	0	0	0	0	0	0	0	2
ENSMMUG00000054724	0	0	0	0	4	0	0	0	3	0
ENSMMUG00000054725	0	0	0	0	0	0	1	0	0	0
ENSMMUG00000054726	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054727	57	41	24	38	37	31	36	18	35	23
ENSMMUG00000054728	0	0	0	0	0	0	0	0	0	1
ENSMMUG00000054729	107	72	89	133	124	116	116	52	96	93
ENSMMUG00000054730	5	6	2	13	4	5	0	8	2	2
ENSMMUG00000054731	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054732	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054733	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054734	0	0	0	0	2	0	0	0	0	0
ENSMMUG00000054735	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054736	4	0	0	1	0	0	3	3	2	2
ENSMMUG00000054737	4	0	0	0	0	0	0	1	0	0
ENSMMUG00000054738	0	0	0	0	0	2	0	0	0	2
ENSMMUG00000054739	0	0	0	0	0	2	0	0	0	0
ENSMMUG00000054740	8	8	5	6	4	1	3	4	4	3
ENSMMUG00000054741	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054742	0	0	0	0	1	0	0	1	3	0
ENSMMUG00000054743	106	62	92	134	102	86	78	82	102	80
ENSMMUG00000054744	0	0	0	0	0	0	0	1	0	0
ENSMMUG00000054745	1	0	0	0	0	0	2	0	0	0
ENSMMUG00000054746	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054747	3	0	0	0	0	2	0	1	3	0
ENSMMUG00000054748	0	9	6	8	12	3	4	3	5	3
ENSMMUG00000054749	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054750	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054751	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054752	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054753	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054754	3	0	0	3	0	0	0	0	0	3
ENSMMUG00000054755	352	302	341	220	312	252	336	349	351	288
ENSMMUG00000054756	0	0	3	0	0	0	0	0	0	2
ENSMMUG00000054757	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054758	4	0	0	2	0	1	1	0	0	0
ENSMMUG00000054759	0	0	0	1	0	2	1	16	5	0
ENSMMUG00000054760	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054761	11	4	4	6	5	3	9	0	3	1
ENSMMUG00000054762	0	0	0	0	0	0	2	0	0	0
ENSMMUG00000054763	3	0	0	0	0	0	0	0	0	0
ENSMMUG00000054764	1	0	0	0	1	2	4	2	2	1
ENSMMUG00000054765	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054766	2	0	8	1	0	0	3	0	0	0
ENSMMUG00000054767	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054768	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054769	1	0	0	1	0	1	2	0	0	0
ENSMMUG00000054770	6	0	0	0	1	3	0	0	0	0
ENSMMUG00000054771	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054772	418	315	312	299	320	298	330	218	85	255
ENSMMUG00000054773	694	493	546	534	629	448	712	465	563	454
ENSMMUG00000054774	0	0	0	4	2	1	1	0	8	2
ENSMMUG00000054775	0	3	4	2	6	2	1	0	1	2
ENSMMUG00000054776	29	15	10	56	29	21	19	26	28	25
ENSMMUG00000054777	9	3	3	6	1	1	19	4	8	5
ENSMMUG00000054778	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000054779	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054780	0	2	0	0	0	1	0	0	0	1
ENSMMUG00000054781	2	13	14	5	8	6	5	3	1	1
ENSMMUG00000054782	0	0	0	0	0	0	2	0	0	0
ENSMMUG00000054783	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054784	24	15	10	18	25	20	11	8	6	14
ENSMMUG00000054785	0	0	6	0	0	1	0	0	1	2
ENSMMUG00000054786	76	45	102	45	61	30	96	51	82	66
ENSMMUG00000054787	0	2	0	0	0	0	0	0	0	0
ENSMMUG00000054788	0	3	0	1	8	2	2	1	1	0
ENSMMUG00000054789	712	599	583	607	672	567	830	459	780	545
ENSMMUG00000054790	0	0	0	0	0	4	10	0	0	1
ENSMMUG00000054791	0	0	0	4	1	1	0	0	1	0
ENSMMUG00000054792	90	250	147	112	90	116	209	120	144	53
ENSMMUG00000054793	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054794	5	10	6	9	19	10	10	5	4	25
ENSMMUG00000054795	2	0	3	0	0	3	0	0	4	0
ENSMMUG00000054796	11	0	6	6	4	2	8	5	7	10
ENSMMUG00000054797	17	13	7	26	18	10	24	17	26	15
ENSMMUG00000054798	0	0	0	1	5	0	0	0	0	0
ENSMMUG00000054799	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054800	43	22	69	74	34	35	54	25	55	55
ENSMMUG00000054801	2	0	1	2	5	0	3	3	1	6
ENSMMUG00000054802	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054803	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054804	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054805	0	0	0	1	0	0	0	0	0	1
ENSMMUG00000054806	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000054807	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054808	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054809	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054810	1	0	0	1	0	0	0	0	2	0
ENSMMUG00000054811	0	6	0	6	3	0	0	1	4	0
ENSMMUG00000054812	0	0	0	0	0	1	0	0	0	0
ENSMMUG00000054813	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054814	31	12	40	22	22	19	41	39	21	13
ENSMMUG00000054815	3	0	1	2	4	2	1	1	5	2
ENSMMUG00000054816	314	155	154	232	200	170	274	167	224	160
ENSMMUG00000054817	843	674	722	777	667	592	970	585	726	590
ENSMMUG00000054818	2	0	0	0	0	0	0	0	2	0
ENSMMUG00000054819	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054820	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054821	0	0	0	0	1	0	1	0	0	0
ENSMMUG00000054822	21	39	34	47	34	27	27	34	27	41
ENSMMUG00000054823	3	0	0	9	4	0	2	0	1	4
ENSMMUG00000054824	0	0	0	0	0	0	0	1	0	0
ENSMMUG00000054825	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054826	0	0	0	0	0	0	0	1	1	0
ENSMMUG00000054827	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054828	106	57	56	131	57	72	51	55	72	66
ENSMMUG00000054829	0	0	2	2	1	0	1	0	0	2
ENSMMUG00000054830	0	0	0	0	0	1	0	0	0	0
ENSMMUG00000054831	0	0	0	6	0	0	0	0	2	5
ENSMMUG00000054832	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054833	0	0	0	1	1	0	0	0	0	1
ENSMMUG00000054834	7	5	7	8	2	11	6	2	5	4
ENSMMUG00000054835	0	0	0	0	0	1	0	0	0	0
ENSMMUG00000054836	0	0	0	0	0	1	1	0	0	0
ENSMMUG00000054837	0	0	0	0	0	1	0	0	0	0
ENSMMUG00000054838	0	1	0	0	2	0	2	0	0	0
ENSMMUG00000054839	0	3	3	0	3	12	4	2	3	7
ENSMMUG00000054840	255	167	179	179	186	186	189	159	228	155
ENSMMUG00000054841	0	2	0	0	0	0	0	0	0	0
ENSMMUG00000054842	0	0	0	0	2	0	0	0	1	0
ENSMMUG00000054843	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054844	4	1	2	3	1	4	4	3	7	6
ENSMMUG00000054845	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054846	0	0	0	1	0	0	0	0	0	0
ENSMMUG00000054847	1	1	0	0	0	3	0	0	0	1
ENSMMUG00000054848	0	0	0	1	2	0	0	0	0	0
ENSMMUG00000054849	0	0	1	1	2	0	0	0	0	0
ENSMMUG00000054850	0	3	0	0	0	1	0	0	0	0
ENSMMUG00000054851	10	15	1	4	4	5	1	2	1	2
ENSMMUG00000054852	0	0	4	0	0	0	0	0	0	0
ENSMMUG00000054853	3	8	0	0	0	1	0	0	0	3
ENSMMUG00000054854	27	16	12	21	17	14	12	16	19	20
ENSMMUG00000054855	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054856	102	88	61	74	78	59	75	77	98	53
ENSMMUG00000054857	11	0	0	3	7	3	0	4	1	1
ENSMMUG00000054858	0	0	0	3	2	0	0	0	0	0
ENSMMUG00000054859	3	0	3	6	1	2	0	2	2	3
ENSMMUG00000054860	31	16	10	28	10	20	12	5	11	18
ENSMMUG00000054861	0	0	0	0	0	0	0	0	0	1
ENSMMUG00000054862	0	0	0	1	0	1	0	0	1	0
ENSMMUG00000054863	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054864	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054865	32	30	31	25	11	23	20	6	16	12
ENSMMUG00000054866	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054867	684	469	590	763	661	736	805	573	746	617
ENSMMUG00000054868	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054869	2	0	1	0	0	0	2	0	0	0
ENSMMUG00000054870	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054871	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054872	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054873	0	0	0	0	0	1	0	0	0	0
ENSMMUG00000054874	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054875	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054876	1340	1040	940	1365	1067	992	1321	841	1135	1245
ENSMMUG00000054877	4	0	0	6	2	3	8	1	2	11
ENSMMUG00000054878	0	0	0	2	0	0	0	0	0	0
ENSMMUG00000054879	46	19	39	29	22	30	35	28	27	16
ENSMMUG00000054880	142	168	116	121	125	131	154	82	123	67
ENSMMUG00000054881	0	0	0	0	0	0	0	0	0	1
ENSMMUG00000054882	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054883	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054884	2	0	1	1	1	4	0	1	0	2
ENSMMUG00000054885	0	2	0	1	0	1	0	0	3	0
ENSMMUG00000054886	91	64	133	83	79	74	71	138	76	41
ENSMMUG00000054887	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054888	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054889	98	81	132	85	164	66	161	115	111	73
ENSMMUG00000054890	0	0	0	1	1	0	1	0	0	0
ENSMMUG00000054891	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054892	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054893	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054894	45	37	61	7	23	18	37	17	27	23
ENSMMUG00000054895	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054896	0	15	0	7	2	1	2	0	1	11
ENSMMUG00000054897	491	157	284	363	381	325	317	369	300	378
ENSMMUG00000054898	9	2	24	25	8	6	7	7	8	16
ENSMMUG00000054899	0	4	0	0	3	2	2	1	4	1
ENSMMUG00000054900	0	0	0	0	1	0	1	0	0	1
ENSMMUG00000054901	9	0	905	4	1020	2	0	7	5	1
ENSMMUG00000054902	26	5	12	30	4	13	8	13	24	27
ENSMMUG00000054903	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054904	0	0	0	0	0	3	0	2	0	0
ENSMMUG00000054905	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054906	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054907	9	5	4	10	6	1	3	3	4	7
ENSMMUG00000054908	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054909	0	0	2	3	2	0	1	0	0	0
ENSMMUG00000054910	6	6	0	5	7	3	12	0	15	5
ENSMMUG00000054911	0	0	0	0	3	0	0	0	0	0
ENSMMUG00000054912	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054913	287	352	223	219	223	191	212	192	266	387
ENSMMUG00000054914	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054915	0	3	1	0	0	0	9	5	0	1
ENSMMUG00000054916	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054917	0	0	1	0	0	4	2	0	4	7
ENSMMUG00000054918	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054919	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054920	1829	1578	1473	1780	2037	1620	2128	1420	1989	1711
ENSMMUG00000054921	45	13	32	34	42	28	35	15	23	28
ENSMMUG00000054922	356	297	318	201	291	277	325	264	298	307
ENSMMUG00000054923	0	0	0	0	0	0	0	0	0	1
ENSMMUG00000054924	0	0	1	0	1	0	1	5	1	0
ENSMMUG00000054925	10	1	4	8	1	3	5	3	4	2
ENSMMUG00000054926	0	5	0	0	2	2	0	0	0	0
ENSMMUG00000054927	8	12	8	9	11	6	9	9	3	5
ENSMMUG00000054928	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054929	3	4	4	2	5	2	0	0	2	1
ENSMMUG00000054930	3	3	7	6	5	15	23	5	3	9
ENSMMUG00000054931	2	0	0	3	0	0	0	1	0	0
ENSMMUG00000054932	6	2	10	8	8	9	2	5	5	1
ENSMMUG00000054933	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054934	13	11	7	20	17	33	14	38	22	17
ENSMMUG00000054935	0	0	0	2	0	0	0	0	0	0
ENSMMUG00000054936	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054937	4144	2876	2868	2763	2963	2582	3708	2562	2969	2420
ENSMMUG00000054938	0	0	0	1	0	1	0	0	0	0
ENSMMUG00000054939	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000054940	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054941	20	25	8	19	24	23	28	22	29	28
ENSMMUG00000054942	184	199	180	215	169	196	165	133	200	203
ENSMMUG00000054943	0	0	0	6	0	0	0	0	0	1
ENSMMUG00000054944	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054945	131	4	1	19	13	12	4	2	10	15
ENSMMUG00000054946	115	90	78	115	89	98	65	40	99	85
ENSMMUG00000054947	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054948	0	9	1	8	1	3	5	1	1	1
ENSMMUG00000054949	4	0	0	0	0	0	0	0	1	0
ENSMMUG00000054950	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054951	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054952	74	70	77	149	72	67	71	46	104	83
ENSMMUG00000054953	3	0	0	0	0	0	0	0	4	2
ENSMMUG00000054954	153	137	105	140	129	97	141	116	126	103
ENSMMUG00000054955	0	0	0	1	2	1	2	0	1	7
ENSMMUG00000054956	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054957	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054958	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054959	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054960	16	13	8	31	12	16	13	9	8	5
ENSMMUG00000054961	2	0	0	0	2	0	1	0	0	0
ENSMMUG00000054962	20	16	10	27	19	16	22	12	43	28
ENSMMUG00000054963	63	68	77	67	85	73	138	68	70	64
ENSMMUG00000054964	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054965	6	3	5	21	7	18	6	8	9	14
ENSMMUG00000054966	0	4	0	0	0	1	0	1	0	0
ENSMMUG00000054967	1	0	0	0	0	1	0	1	0	2
ENSMMUG00000054968	897	868	1058	699	531	644	1144	751	1108	1539
ENSMMUG00000054969	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000054970	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054971	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054972	0	0	2	0	0	0	0	1	0	0
ENSMMUG00000054973	0	0	2	0	0	0	0	0	2	1
ENSMMUG00000054974	0	0	1	5	1	0	2	1	2	5
ENSMMUG00000054975	0	0	2	0	0	0	0	0	0	0
ENSMMUG00000054976	47	49	28	28	22	33	61	25	39	49
ENSMMUG00000054977	4	10	11	13	8	11	7	9	6	9
ENSMMUG00000054978	11	0	0	1	3	0	1	0	1	0
ENSMMUG00000054979	0	0	0	2	1	0	1	0	0	1
ENSMMUG00000054980	0	0	0	0	0	1	1	0	0	1
ENSMMUG00000054981	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054982	5	0	2	1	3	2	2	0	0	0
ENSMMUG00000054983	18	1	10	18	2	2	3	4	4	9
ENSMMUG00000054984	3	6	0	0	5	0	0	0	0	3
ENSMMUG00000054985	60	36	43	45	41	62	47	44	42	44
ENSMMUG00000054986	1	0	0	1	0	0	0	0	0	1
ENSMMUG00000054987	7	1	4	5	0	2	1	2	4	7
ENSMMUG00000054988	22	26	24	28	14	11	16	24	24	27
ENSMMUG00000054989	0	0	0	1	0	0	0	0	0	0
ENSMMUG00000054990	29876	20920	24629	17990	27499	20192	23508	20534	24364	18358
ENSMMUG00000054991	2	0	0	2	0	2	0	0	0	0
ENSMMUG00000054992	0	0	0	0	4	1	0	1	0	0
ENSMMUG00000054993	496	507	533	556	525	563	713	383	627	473
ENSMMUG00000054994	0	0	0	7	0	0	0	0	2	0
ENSMMUG00000054995	0	0	0	0	0	0	0	0	0	1
ENSMMUG00000054996	685	571	651	593	584	413	616	385	476	415
ENSMMUG00000054997	0	0	0	0	0	0	1	0	0	0
ENSMMUG00000054998	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054999	1	0	0	0	2	2	3	0	1	0
ENSMMUG00000055000	0	0	0	3	0	0	0	0	0	0
ENSMMUG00000055001	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055002	2	0	0	4	2	1	1	1	1	1
ENSMMUG00000055003	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055004	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000055005	8	1	0	6	7	11	22	6	5	15
ENSMMUG00000055006	16	9	12	18	25	18	6	7	13	7
ENSMMUG00000055007	0	0	2	0	0	0	0	0	0	0
ENSMMUG00000055008	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055009	5	1	9	8	4	0	2	3	5	3
ENSMMUG00000055010	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055011	1061	816	923	936	974	859	1036	686	972	926
ENSMMUG00000055012	0	0	4	0	0	0	0	0	0	0
ENSMMUG00000055013	12	5	2	12	3	0	7	5	7	2
ENSMMUG00000055014	4	6	0	1	1	3	1	1	3	4
ENSMMUG00000055015	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055016	106	1	5	196	39	8	16	24	9	22
ENSMMUG00000055017	2	0	0	0	0	1	3	0	0	1
ENSMMUG00000055018	620	530	553	452	450	446	735	456	536	614
ENSMMUG00000055019	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055020	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055021	0	1	0	0	0	0	0	0	0	0
ENSMMUG00000055022	1	0	2	8	3	8	3	2	10	3
ENSMMUG00000055023	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055024	2	0	0	3	0	0	0	0	0	0
ENSMMUG00000055025	2	11	5	2	0	7	2	4	1	4
ENSMMUG00000055026	24	16	144	133	91	186	235	99	120	69
ENSMMUG00000055027	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055028	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055029	299	260	285	287	304	287	359	259	333	257
ENSMMUG00000055030	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055031	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055032	10	4	17	26	12	2	12	7	19	12
ENSMMUG00000055033	0	1	0	0	0	0	0	0	0	0
ENSMMUG00000055034	865	823	1207	886	624	603	1044	702	679	757
ENSMMUG00000055035	0	0	0	1	0	0	0	0	0	0
ENSMMUG00000055036	110	53	76	127	94	72	78	66	77	71
ENSMMUG00000055037	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055038	0	0	0	1	0	0	0	0	0	0
ENSMMUG00000055039	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055040	7	0	1	4	8	0	8	14	15	22
ENSMMUG00000055041	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055042	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055043	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000055044	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055045	0	0	0	0	0	0	0	0	0	1
ENSMMUG00000055046	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055047	2	3	5	10	0	3	3	9	2	2
ENSMMUG00000055048	0	0	0	4	0	3	0	0	0	3
ENSMMUG00000055049	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055050	0	0	0	2	0	0	10	0	0	2
ENSMMUG00000055051	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055052	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055053	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055054	0	0	0	0	0	1	0	0	0	0
ENSMMUG00000055055	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055056	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055057	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055058	0	0	0	0	0	0	0	0	0	1
ENSMMUG00000055059	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055060	0	0	2	0	0	0	0	3	0	0
ENSMMUG00000055061	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055062	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055063	21	12	26	25	30	8	27	25	18	5
ENSMMUG00000055064	0	0	1	1	0	0	3	2	0	0
ENSMMUG00000055065	2	0	3	4	2	0	1	0	2	2
ENSMMUG00000055066	0	0	0	0	0	1	0	0	0	0
ENSMMUG00000055067	5	0	6	9	4	0	3	2	0	2
ENSMMUG00000055068	0	0	0	0	0	1	2	0	0	0
ENSMMUG00000055069	1450	1868	1873	2088	1136	1231	3732	1095	2532	3877
ENSMMUG00000055070	4	4	0	9	4	5	5	6	6	10
ENSMMUG00000055071	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055072	0	0	0	0	0	0	0	2	1	0
ENSMMUG00000055073	2	0	0	2	4	2	1	1	4	2
ENSMMUG00000055074	28	4	13	30	15	7	9	8	13	9
ENSMMUG00000055075	0	0	0	1	2	0	0	0	0	0
ENSMMUG00000055076	0	0	0	0	0	0	1	0	0	0
ENSMMUG00000055077	54	73	44	57	51	26	48	28	33	43
ENSMMUG00000055078	0	0	0	0	1	0	1	0	0	0
ENSMMUG00000055079	143	114	143	143	154	73	141	86	136	99
