Geneid	SRR15024168	SRR15024173	SRR15024174	SRR15024175	SRR15024177	SRR15024178	SRR15024182	SRR15024183	SRR15024186	SRR15024188
ENSMMUG00000011657	2109	1613	1650	1905	1716	1452	1953	1424	1734	1783
ENSMMUG00000011658	2	3	0	4	2	3	7	1	1	6
ENSMMUG00000011659	548	561	492	545	560	483	661	428	564	527
ENSMMUG00000011661	36	25	46	34	17	20	18	61	32	21
ENSMMUG00000011663	284	205	212	196	223	184	267	124	180	191
ENSMMUG00000011667	13	4	7	15	5	14	4	5	8	3
ENSMMUG00000011668	1281	895	929	1491	960	1096	1197	990	1360	867
ENSMMUG00000011669	0	0	0	0	0	0	0	0	2	0
ENSMMUG00000011670	146	103	140	187	161	88	192	147	127	133
ENSMMUG00000011671	179	221	171	125	158	141	230	208	147	82
ENSMMUG00000011672	63	52	62	112	118	81	75	23	55	85
ENSMMUG00000011675	84	73	110	39	57	51	109	67	64	42
ENSMMUG00000011676	881	616	588	835	637	587	829	621	674	772
ENSMMUG00000011677	1155	970	980	1015	1159	1071	1475	934	1284	905
ENSMMUG00000011679	4648	4126	4636	5108	4118	3512	4932	3786	4363	3559
ENSMMUG00000011682	571	432	660	480	722	560	654	428	571	460
ENSMMUG00000011683	130	135	122	159	122	94	145	97	128	119
ENSMMUG00000011687	9	40	15	22	56	29	29	23	24	28
ENSMMUG00000011688	59	63	18	70	50	58	50	21	40	35
ENSMMUG00000011690	1	4	0	1	3	1	0	2	6	3
ENSMMUG00000011694	588	523	586	476	521	461	780	569	614	375
ENSMMUG00000011695	326	263	241	224	253	184	327	200	291	245
ENSMMUG00000011697	262	202	213	214	243	185	278	172	241	168
ENSMMUG00000011699	697	449	497	379	430	360	564	421	420	303
ENSMMUG00000011700	523	502	710	329	277	336	798	210	410	157
ENSMMUG00000011702	3189	2336	2831	1981	2282	2021	2855	2197	2847	1934
ENSMMUG00000011703	902	660	610	799	698	592	719	513	790	564
ENSMMUG00000011704	4975	3849	4046	2778	4181	2769	5264	4030	3915	2356
ENSMMUG00000011706	864	681	827	786	569	537	691	492	747	696
ENSMMUG00000011711	195	175	184	155	169	171	245	231	159	146
ENSMMUG00000011712	0	3	0	0	0	0	0	0	0	0
ENSMMUG00000011713	25	12	9	28	17	25	17	25	29	25
ENSMMUG00000011714	386	347	397	274	286	283	408	397	309	204
ENSMMUG00000011715	24	22	9	38	22	31	18	14	19	43
ENSMMUG00000011716	3281	3023	3351	3208	3109	2772	3901	3553	3330	2938
ENSMMUG00000011718	5	2	1	0	0	0	0	0	3	3
ENSMMUG00000011719	156	170	146	219	179	172	272	242	205	159
ENSMMUG00000011722	171	88	187	132	186	130	218	167	156	137
ENSMMUG00000011732	71	51	83	52	54	38	88	67	70	65
ENSMMUG00000011733	29	24	14	31	13	11	18	11	13	18
ENSMMUG00000011734	1808	1117	1429	1649	1550	1383	1878	1346	1333	875
ENSMMUG00000011735	465	376	392	314	350	256	438	310	287	315
ENSMMUG00000011736	655	571	614	665	585	588	818	568	714	491
ENSMMUG00000011739	1303	1193	1134	1246	1226	1299	1549	1314	1654	1283
ENSMMUG00000011741	2786	2474	2917	2647	2008	2384	2745	2234	2612	2087
ENSMMUG00000011743	3001	2606	2467	2424	2654	2279	3477	2123	2878	2199
ENSMMUG00000011744	0	0	1	0	3	3	0	0	0	4
ENSMMUG00000011745	74	66	65	80	128	60	108	123	79	40
ENSMMUG00000011748	15	7	31	31	24	29	26	21	21	17
ENSMMUG00000011750	240	217	253	162	196	129	308	248	206	139
ENSMMUG00000011751	31	17	26	30	36	26	45	33	36	25
ENSMMUG00000011752	253	241	336	225	209	191	303	320	204	200
ENSMMUG00000011755	318	276	306	178	197	179	281	167	244	189
ENSMMUG00000011757	1360	1028	1240	1331	1179	1016	1143	1043	1075	964
ENSMMUG00000011758	240	256	99	259	89	74	73	116	121	103
ENSMMUG00000011759	5741	4903	4887	5251	5017	3928	6215	3785	4922	4112
ENSMMUG00000011761	387	340	323	309	305	285	299	332	325	240
ENSMMUG00000011762	0	1	0	0	3	0	0	3	1	0
ENSMMUG00000011764	0	0	0	0	2	0	2	0	1	2
ENSMMUG00000011765	1479	1476	1942	1368	1618	1214	1846	1602	1238	1172
ENSMMUG00000011766	6	8	2	3	3	4	5	10	3	7
ENSMMUG00000011767	1076	1140	1252	999	1074	834	1578	961	1102	1069
ENSMMUG00000011769	1419	1312	1442	1085	1513	1110	1955	1578	1514	1019
ENSMMUG00000011770	1562	1182	1377	999	1398	1081	1502	1317	1242	981
ENSMMUG00000011773	9	14	14	10	16	10	11	19	12	3
ENSMMUG00000011774	952	742	829	775	691	638	874	733	780	699
ENSMMUG00000011775	1333	854	1164	1538	1435	970	1252	832	1176	1074
ENSMMUG00000011776	0	0	2	0	0	0	0	2	0	1
ENSMMUG00000011777	92	151	99	47	74	76	166	60	90	60
ENSMMUG00000011778	147	107	88	85	113	61	119	58	116	71
ENSMMUG00000011779	198	140	186	192	181	158	233	194	136	138
ENSMMUG00000011782	801	755	777	822	663	650	853	846	684	668
ENSMMUG00000011785	267	231	200	187	173	113	182	161	170	118
ENSMMUG00000011787	792	505	463	813	455	549	697	507	625	576
ENSMMUG00000011788	1421	1081	1284	1343	893	888	1474	879	923	1018
ENSMMUG00000011789	11	19	24	27	17	26	34	31	28	14
ENSMMUG00000011790	312	276	259	298	268	201	287	188	268	204
ENSMMUG00000011795	4	3	6	7	11	7	14	1	3	8
ENSMMUG00000011797	1931	1374	1192	1011	1622	824	1778	1076	1194	908
ENSMMUG00000011798	3409	3150	3556	2666	3032	2272	4245	2874	3202	2342
ENSMMUG00000011800	410	232	250	358	143	224	376	226	257	258
ENSMMUG00000011801	16	12	4	3	25	15	21	12	29	11
ENSMMUG00000011802	553	558	556	464	500	491	661	464	514	334
ENSMMUG00000011809	144	66	153	190	117	160	118	168	136	88
ENSMMUG00000011810	154	94	137	219	180	145	152	92	178	188
ENSMMUG00000011811	134	116	107	148	141	128	143	158	98	100
ENSMMUG00000011816	1429	1295	1431	1201	1225	1018	1675	1406	1360	1170
ENSMMUG00000011817	1553	1338	1720	1347	1415	1374	1765	1300	1511	1057
ENSMMUG00000011819	72	52	91	94	77	52	123	75	86	49
ENSMMUG00000011821	3694	4325	4548	3918	3906	3095	5217	4181	3224	2347
ENSMMUG00000011828	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011829	227	139	264	299	205	224	195	161	244	234
ENSMMUG00000011831	859	893	919	749	983	786	1148	958	866	659
ENSMMUG00000011832	0	0	0	0	4	0	0	0	0	0
ENSMMUG00000011834	304	300	310	229	322	203	347	270	286	217
ENSMMUG00000011835	33	14	30	24	24	19	17	16	18	31
ENSMMUG00000011836	1187	1293	1412	2113	2289	1653	2180	1573	2172	1513
ENSMMUG00000011838	2275	2010	2038	1668	1945	1583	2508	2015	1978	1290
ENSMMUG00000011839	1502	1228	1650	1849	1725	1335	2017	2211	1746	1007
ENSMMUG00000011841	208	125	197	207	152	128	215	157	203	115
ENSMMUG00000011842	13	16	36	3	5	13	3	22	14	10
ENSMMUG00000011845	28	41	43	51	12	22	56	106	51	34
ENSMMUG00000011846	1	0	6	2	4	3	0	2	3	0
ENSMMUG00000011847	72	55	85	42	55	37	98	48	55	41
ENSMMUG00000011849	4552	4184	4225	4783	5216	5163	6763	4181	5398	4850
ENSMMUG00000011850	1	2	9	4	7	1	1	4	1	5
ENSMMUG00000011851	139	58	91	121	103	64	170	123	126	144
ENSMMUG00000011852	309	228	276	222	287	213	298	340	256	229
ENSMMUG00000011854	36	36	12	31	13	9	22	6	8	19
ENSMMUG00000011858	7	11	38	15	19	7	9	26	11	4
ENSMMUG00000011860	120	104	133	91	126	69	184	144	106	98
ENSMMUG00000011862	745	564	519	691	613	543	776	583	601	613
ENSMMUG00000011863	7	0	0	3	10	3	11	5	4	3
ENSMMUG00000011866	672	547	607	698	535	494	605	393	441	489
ENSMMUG00000011867	415	427	481	489	476	404	578	392	474	415
ENSMMUG00000011868	1268	1085	1502	1401	1176	1167	1608	1562	1534	1268
ENSMMUG00000011870	1634	1328	1343	1882	1811	1829	1779	1301	1898	1465
ENSMMUG00000011871	1845	1550	1355	1750	1771	1372	1702	1285	1570	1172
ENSMMUG00000011876	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011877	194	130	153	170	211	130	181	186	168	191
ENSMMUG00000011878	1517	1182	1240	1147	1150	1019	1524	1118	1332	1090
ENSMMUG00000011882	608	505	643	688	488	577	616	821	563	502
ENSMMUG00000011888	2842	2440	2536	3300	2215	1945	2654	2212	2258	2113
ENSMMUG00000011893	6032	4948	7092	4457	4755	3833	6713	5433	5260	4162
ENSMMUG00000011894	184	120	124	152	222	157	140	75	201	218
ENSMMUG00000011895	259	289	301	304	223	245	330	204	249	234
ENSMMUG00000011898	507	574	723	346	493	253	798	584	492	320
ENSMMUG00000011902	309	153	180	200	331	190	258	220	228	202
ENSMMUG00000011903	962	604	411	1544	679	616	1888	308	611	1137
ENSMMUG00000011905	1515	1498	1482	914	1411	969	1856	1411	1453	1100
ENSMMUG00000011906	982	790	780	715	902	717	1055	786	1011	664
ENSMMUG00000011907	101	84	175	59	87	24	132	37	57	33
ENSMMUG00000011908	43	25	25	50	38	22	78	40	47	26
ENSMMUG00000011909	18	9	20	18	11	28	30	7	19	5
ENSMMUG00000011911	3981	3519	3277	2410	2391	2241	3413	3290	2704	1718
ENSMMUG00000011912	23	27	82	28	19	15	64	17	35	51
ENSMMUG00000011914	32	6	35	20	11	17	61	22	27	17
ENSMMUG00000011916	35	25	21	23	18	24	39	38	33	30
ENSMMUG00000011918	26	32	18	14	7	10	11	15	13	14
ENSMMUG00000011922	1071	737	854	853	763	558	1027	770	796	750
ENSMMUG00000011924	2429	1825	2025	2285	1596	1439	2267	1718	1898	1922
ENSMMUG00000011925	359	288	371	326	260	236	295	283	306	181
ENSMMUG00000011929	2646	2312	2742	1802	2056	1617	3154	2429	2151	1829
ENSMMUG00000011931	659	617	546	693	651	523	761	512	602	592
ENSMMUG00000011932	1042	931	1119	1007	731	879	1119	553	696	498
ENSMMUG00000011935	14	2	14	20	6	35	10	12	8	19
ENSMMUG00000011940	2741	2164	2083	1753	2067	1639	2827	1980	2008	1507
ENSMMUG00000011942	167	142	87	143	144	102	148	139	158	106
ENSMMUG00000011943	27	19	22	26	35	16	27	25	37	23
ENSMMUG00000011945	168	113	151	152	134	116	159	125	158	90
ENSMMUG00000011948	873	578	683	826	686	504	820	709	592	519
ENSMMUG00000011949	1260	1152	1247	744	1101	538	1538	1253	1143	726
ENSMMUG00000011951	471	369	490	596	657	376	525	414	500	412
ENSMMUG00000011952	362	308	352	238	245	171	386	379	202	103
ENSMMUG00000011953	1359	1327	1434	1175	1392	1247	1646	1150	1610	1177
ENSMMUG00000011955	657	444	371	541	387	400	473	347	435	458
ENSMMUG00000011956	451	350	410	382	327	146	483	316	278	220
ENSMMUG00000011961	205	171	195	164	159	111	199	179	152	89
ENSMMUG00000011962	9641	9720	11087	11002	8840	7467	9519	8786	9138	9513
ENSMMUG00000011963	426	375	347	754	540	552	552	399	549	672
ENSMMUG00000011964	1451	1444	1570	1330	1264	1064	1694	1157	1421	1157
ENSMMUG00000011965	3	0	1	0	5	1	1	1	0	2
ENSMMUG00000011966	20820	17695	18148	14868	18687	14610	21829	16337	19191	14936
ENSMMUG00000011967	351	335	469	514	409	437	354	218	409	391
ENSMMUG00000011968	30	37	76	42	20	22	42	64	33	29
ENSMMUG00000011970	1800	1245	2027	1316	1484	833	1250	1019	2609	1315
ENSMMUG00000011971	854	485	467	1053	694	590	587	386	456	619
ENSMMUG00000011973	134	68	97	177	133	97	86	68	83	119
ENSMMUG00000011974	180	219	163	194	144	120	229	74	223	146
ENSMMUG00000011975	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011976	377	237	305	238	321	228	465	223	330	332
ENSMMUG00000011977	627	432	617	816	580	557	516	463	512	485
ENSMMUG00000011980	31	52	19	35	14	32	32	25	24	37
ENSMMUG00000011986	0	0	0	0	0	0	0	1	0	0
ENSMMUG00000011987	1334	775	865	797	953	661	1181	841	805	604
ENSMMUG00000011988	357	235	417	288	330	305	437	334	339	186
ENSMMUG00000011989	513	358	377	334	398	362	456	334	415	303
ENSMMUG00000011990	1582	1041	1070	1284	1153	1017	1419	1019	1169	1035
ENSMMUG00000011992	0	0	0	0	0	0	0	1	0	0
ENSMMUG00000011994	17	14	10	36	15	20	19	24	16	20
ENSMMUG00000011995	71	57	64	29	53	31	57	81	51	37
ENSMMUG00000011997	729	604	698	622	648	501	708	597	681	558
ENSMMUG00000011998	2	0	0	8	12	4	5	1	6	10
ENSMMUG00000011999	1314	1256	1338	863	961	817	1554	1281	1000	790
ENSMMUG00000012000	232	113	233	251	342	86	130	74	202	319
ENSMMUG00000012001	1307	1041	1190	1156	1323	1027	1307	1040	1267	1160
ENSMMUG00000012002	1027	836	933	1036	933	753	1135	652	959	916
ENSMMUG00000012003	5671	4338	5527	4816	5859	4306	5492	3611	5132	4110
ENSMMUG00000012005	1988	1482	1454	2388	1404	1179	1770	1035	1730	1843
ENSMMUG00000012007	237	244	266	218	135	150	268	212	163	219
ENSMMUG00000012008	13049	10960	14068	10778	10194	8033	13954	9322	12052	10016
ENSMMUG00000012009	160	117	211	208	185	141	197	227	200	160
ENSMMUG00000012010	130	95	88	143	112	89	95	94	95	71
ENSMMUG00000012011	385	243	278	305	307	223	353	224	201	255
ENSMMUG00000012012	441	399	397	503	388	414	543	414	377	318
ENSMMUG00000012013	1	0	0	0	0	0	0	1	0	0
ENSMMUG00000012014	561	494	505	413	522	461	585	362	469	367
ENSMMUG00000012019	531	367	533	606	630	536	659	431	580	485
ENSMMUG00000012020	870	849	678	824	691	646	800	912	741	663
ENSMMUG00000012021	1443	1408	1464	1550	1438	1185	1411	1282	1421	1221
ENSMMUG00000012024	640	725	911	465	679	490	813	890	762	476
ENSMMUG00000012027	313	149	299	282	194	146	249	157	216	211
ENSMMUG00000012028	140	132	122	154	146	152	111	176	135	81
ENSMMUG00000012029	3163	2338	2177	2568	2857	1739	3019	2431	2589	2006
ENSMMUG00000012031	0	4	10	1	1	0	3	0	0	0
ENSMMUG00000012032	309	163	310	254	198	170	346	277	227	232
ENSMMUG00000012033	832	509	669	641	617	535	796	744	598	575
ENSMMUG00000012036	3	22	9	11	10	12	15	11	13	7
ENSMMUG00000012037	0	0	0	0	0	0	1	0	0	0
ENSMMUG00000012039	1586	1201	1251	1324	1366	1186	1610	1156	1425	1073
ENSMMUG00000012040	22	35	28	56	34	27	27	46	24	26
ENSMMUG00000012042	5084	4468	5016	4856	4294	3948	5383	3665	4303	3891
ENSMMUG00000012043	1657	1168	862	1749	957	794	953	852	1138	1217
ENSMMUG00000012044	203	196	139	197	131	109	258	131	170	156
ENSMMUG00000012046	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012048	37	17	32	103	35	39	24	25	51	25
ENSMMUG00000012051	344	382	414	348	336	269	450	264	364	296
ENSMMUG00000012053	340	244	264	199	302	256	253	313	327	222
ENSMMUG00000012054	21117	18732	18932	16457	20337	13975	26646	15347	19066	14658
ENSMMUG00000012055	2331	1944	1851	1365	2309	1633	2535	2229	1775	1350
ENSMMUG00000012056	324	206	234	287	288	207	278	241	284	240
ENSMMUG00000012058	114	67	52	122	78	61	147	52	87	132
ENSMMUG00000012064	599	380	510	526	511	485	634	392	531	489
ENSMMUG00000012065	223	277	175	200	226	164	241	185	203	156
ENSMMUG00000012066	330	281	295	353	341	236	347	289	260	241
ENSMMUG00000012068	1096	1139	1211	1036	1081	898	1587	1553	1080	839
ENSMMUG00000012069	227	227	231	283	216	266	220	229	198	112
ENSMMUG00000012070	308	243	243	348	320	304	275	179	258	255
ENSMMUG00000012071	718	603	638	577	704	459	839	574	589	518
ENSMMUG00000012073	0	0	0	0	0	0	0	1	0	0
ENSMMUG00000012079	48	15	9	39	9	13	22	5	34	35
ENSMMUG00000012083	281	172	303	302	228	133	215	245	250	164
ENSMMUG00000012089	57	17	57	88	38	56	39	13	24	24
ENSMMUG00000012091	341	403	407	207	294	207	448	442	243	169
ENSMMUG00000012092	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012094	20	32	21	6	13	8	25	23	23	11
ENSMMUG00000012096	34	13	30	37	30	30	27	17	32	24
ENSMMUG00000012100	1	2	3	4	7	7	5	8	3	10
ENSMMUG00000012101	15924	13674	17233	11356	13853	9679	17223	14426	13383	11039
ENSMMUG00000012102	0	0	0	3	8	3	5	0	1	0
ENSMMUG00000012103	1413	1215	1338	1267	1385	1152	1483	1079	1158	986
ENSMMUG00000012104	667	480	490	566	620	518	632	411	570	527
ENSMMUG00000012105	1351	1060	1474	1048	1419	913	1383	1194	1218	844
ENSMMUG00000012107	29	11	19	35	21	26	19	41	29	16
ENSMMUG00000012109	188	132	138	220	185	95	215	137	157	122
ENSMMUG00000012110	80	109	141	155	117	103	102	75	89	73
ENSMMUG00000012112	4917	3877	4099	2615	4711	3173	5136	3675	3911	2598
ENSMMUG00000012113	3587	2841	3635	2247	3175	1755	2889	2440	2887	1977
ENSMMUG00000012114	358	212	227	336	253	275	277	228	251	232
ENSMMUG00000012115	714	617	658	618	672	483	897	491	718	513
ENSMMUG00000012116	9	3	4	13	3	17	14	4	6	7
ENSMMUG00000012117	4991	4288	4328	4188	4526	3831	5803	4314	4531	3752
ENSMMUG00000012118	37	45	38	62	39	54	52	64	52	86
ENSMMUG00000012120	88	118	109	124	111	102	143	88	91	134
ENSMMUG00000012121	842	586	587	729	701	757	779	497	653	591
ENSMMUG00000012122	1093	774	869	743	934	728	1081	806	850	617
ENSMMUG00000012123	4982	3281	3895	2993	4756	2832	4449	2993	3884	3718
ENSMMUG00000012124	286	265	400	371	292	213	532	341	277	261
ENSMMUG00000012125	6	3	11	4	12	5	9	14	4	2
ENSMMUG00000012126	422	413	300	404	440	426	417	294	399	341
ENSMMUG00000012127	79	44	55	64	80	70	88	61	62	39
ENSMMUG00000012129	3	0	1	3	0	2	1	2	0	4
ENSMMUG00000012130	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012132	77	80	94	55	47	31	111	82	56	44
ENSMMUG00000012137	1	0	0	0	4	2	1	0	0	3
ENSMMUG00000012138	3	3	3	1	3	1	0	0	0	5
ENSMMUG00000012140	2740	2445	2238	3046	2417	2769	2837	2446	3111	2300
ENSMMUG00000012141	95	255	179	200	154	113	147	143	170	97
ENSMMUG00000012144	541	410	377	558	347	340	485	340	371	404
ENSMMUG00000012145	709	537	810	511	551	285	839	834	447	433
ENSMMUG00000012147	1109	900	1100	1807	716	722	757	522	848	1037
ENSMMUG00000012151	151	115	103	136	109	120	138	110	126	123
ENSMMUG00000012156	1030	794	887	766	982	707	1021	696	900	756
ENSMMUG00000012157	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012161	144	102	101	125	104	134	206	118	142	46
ENSMMUG00000012163	2217	1595	1635	2337	1419	1496	1868	1410	1572	1447
ENSMMUG00000012164	1	0	1	1	0	1	2	1	0	3
ENSMMUG00000012167	483	470	458	706	437	327	545	407	495	475
ENSMMUG00000012170	4748	4255	4032	5452	3603	3280	4346	2770	3838	3653
ENSMMUG00000012171	20	9	1	9	7	10	9	1	3	4
ENSMMUG00000012172	824	712	930	863	845	645	874	595	986	733
ENSMMUG00000012173	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012174	4599	4833	5537	4861	3664	3290	5301	4357	4151	3817
ENSMMUG00000012175	341	146	327	307	216	192	202	179	192	181
ENSMMUG00000012176	34	36	32	48	30	23	19	31	29	25
ENSMMUG00000012177	367	334	315	286	259	234	377	280	319	260
ENSMMUG00000012178	2043	1172	1443	1922	1652	1463	1278	1603	1832	1045
ENSMMUG00000012181	36	10	48	22	35	25	30	25	46	32
ENSMMUG00000012182	2182	1593	2020	2418	1756	1642	1646	1579	1683	1762
ENSMMUG00000012185	17	9	25	9	9	7	19	86	9	10
ENSMMUG00000012189	540	377	462	697	472	537	503	341	520	445
ENSMMUG00000012190	9	1	11	7	5	8	13	6	11	4
ENSMMUG00000012191	0	3	0	5	4	3	2	1	3	8
ENSMMUG00000012192	55	76	43	86	56	73	51	52	69	33
ENSMMUG00000012193	1352	952	1012	972	1137	856	1296	944	994	918
ENSMMUG00000012197	37	72	37	100	85	70	66	42	73	65
ENSMMUG00000012199	29	32	22	42	18	36	26	27	27	23
ENSMMUG00000012200	489	359	333	345	333	402	418	259	342	349
ENSMMUG00000012202	277	235	172	181	257	174	238	190	155	116
ENSMMUG00000012203	142	154	129	125	109	85	135	140	127	117
ENSMMUG00000012206	9631	8816	9466	8256	8443	7555	10288	7316	9383	7306
ENSMMUG00000012207	10	22	37	25	36	42	8	28	12	36
ENSMMUG00000012209	1005	620	786	663	783	590	907	776	708	606
ENSMMUG00000012211	1192	988	1116	896	798	672	1269	1191	911	774
ENSMMUG00000012213	2	0	13	3	0	0	0	0	0	0
ENSMMUG00000012216	8328	7844	9132	8249	6850	7537	8563	6065	8694	6649
ENSMMUG00000012218	1004	709	978	626	619	531	1140	963	797	518
ENSMMUG00000012219	0	0	0	3	4	5	4	5	5	3
ENSMMUG00000012221	552	499	575	406	544	325	592	548	399	200
ENSMMUG00000012223	289	210	312	166	208	181	284	243	197	84
ENSMMUG00000012224	477	440	443	395	421	407	597	394	450	363
ENSMMUG00000012227	956	670	992	710	772	548	993	1028	817	641
ENSMMUG00000012228	2623	2027	2158	1885	2347	1814	2656	1924	2289	1970
ENSMMUG00000012229	6	0	11	8	8	9	1	2	6	8
ENSMMUG00000012233	2592	2144	2426	1651	2234	1691	2683	1955	2427	1733
ENSMMUG00000012235	16	10	14	8	16	15	13	11	17	5
ENSMMUG00000012238	1408	1140	1027	1134	1190	960	1310	915	1136	1089
ENSMMUG00000012239	1050	932	1159	961	915	846	1207	826	1117	799
ENSMMUG00000012240	1307	1289	1291	961	1271	955	1704	1122	1012	779
ENSMMUG00000012241	607	740	508	630	521	438	607	321	716	507
ENSMMUG00000012242	1003	873	819	980	885	975	996	775	872	728
ENSMMUG00000012243	263	175	198	217	233	180	259	130	225	211
ENSMMUG00000012244	359	279	290	284	266	252	364	259	249	253
ENSMMUG00000012245	0	0	0	2	0	0	1	0	1	1
ENSMMUG00000012248	2139	1285	1381	1620	1390	1335	1412	1278	1262	1186
ENSMMUG00000012249	566	476	673	704	532	384	598	631	603	633
ENSMMUG00000012250	1	1	0	8	2	0	0	3	1	3
ENSMMUG00000012251	7	0	13	5	3	3	3	0	2	3
ENSMMUG00000012252	2378	1814	1703	1686	1964	1703	2409	1600	1943	1583
ENSMMUG00000012253	120	80	91	106	85	77	134	161	75	89
ENSMMUG00000012254	782	629	797	505	641	401	1030	1057	676	546
ENSMMUG00000012258	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000012259	4	8	5	2	8	2	6	2	7	1
ENSMMUG00000012261	101	99	111	71	67	57	116	94	75	48
ENSMMUG00000012263	29	6	45	30	78	23	23	60	42	36
ENSMMUG00000012265	429	307	453	335	346	293	537	511	379	249
ENSMMUG00000012266	18	8	4	31	27	13	25	15	24	35
ENSMMUG00000012268	1	0	0	0	0	0	0	0	0	2
ENSMMUG00000012269	243	259	258	241	256	227	325	275	264	153
ENSMMUG00000012270	286	195	205	201	196	178	265	192	193	149
ENSMMUG00000012273	46	46	24	71	42	19	39	37	43	38
ENSMMUG00000012275	432	340	293	319	332	235	387	294	325	286
ENSMMUG00000012276	37	22	16	25	36	20	48	42	28	21
ENSMMUG00000012277	1579	1556	1790	1632	1556	1360	1663	1340	1427	1355
ENSMMUG00000012278	1226	872	1083	1159	871	836	1091	531	1167	930
ENSMMUG00000012279	753	698	782	761	658	603	839	593	739	676
ENSMMUG00000012280	0	0	0	0	0	1	0	2	1	0
ENSMMUG00000012281	743	342	521	657	569	380	637	433	489	485
ENSMMUG00000012282	698	580	495	656	766	663	750	434	559	573
ENSMMUG00000012283	2816	2400	2040	2186	2392	2129	2669	1955	2557	2228
ENSMMUG00000012288	66	86	58	82	56	82	121	90	70	66
ENSMMUG00000012289	6	0	0	3	2	1	1	0	0	2
ENSMMUG00000012290	627	435	447	466	546	264	490	550	615	306
ENSMMUG00000012293	794	621	600	553	733	455	671	644	630	613
ENSMMUG00000012297	511	405	337	406	356	680	310	280	618	435
ENSMMUG00000012298	25	19	36	13	1	2	21	16	10	10
ENSMMUG00000012303	951	642	742	853	882	858	1005	554	1001	695
ENSMMUG00000012304	1869	1664	1614	1750	1492	1399	1922	1383	1833	1653
ENSMMUG00000012305	452	293	400	328	306	225	439	536	330	274
ENSMMUG00000012307	64	26	76	55	29	56	65	39	45	55
ENSMMUG00000012309	11	12	4	6	6	1	8	0	4	4
ENSMMUG00000012310	660	325	512	512	414	356	531	445	534	446
ENSMMUG00000012312	1	3	0	6	2	2	0	2	5	4
ENSMMUG00000012314	265	214	281	308	274	155	311	186	285	320
ENSMMUG00000012315	30	32	10	33	17	13	39	9	33	10
ENSMMUG00000012316	170	81	129	130	137	129	182	121	151	98
ENSMMUG00000012317	658	565	730	667	618	474	758	634	549	497
ENSMMUG00000012318	636	493	576	418	517	332	643	392	504	407
ENSMMUG00000012320	645	594	765	636	767	576	794	632	650	511
ENSMMUG00000012321	351	270	353	638	420	427	518	565	564	381
ENSMMUG00000012322	186	176	208	202	133	144	225	127	171	180
ENSMMUG00000012323	46	17	11	26	25	18	19	19	16	16
ENSMMUG00000012325	1279	898	957	646	1003	869	1113	887	949	560
ENSMMUG00000012328	7	17	24	20	4	10	22	15	15	24
ENSMMUG00000012330	42	44	53	30	24	61	25	27	29	9
ENSMMUG00000012331	7	1	11	2	4	4	0	4	1	0
ENSMMUG00000012332	411	406	428	371	445	321	511	391	431	321
ENSMMUG00000012333	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000012334	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000012335	1160	863	966	1041	984	1029	1194	911	1025	847
ENSMMUG00000012337	4	3	4	14	9	7	7	24	8	18
ENSMMUG00000012338	0	0	0	0	2	0	0	4	0	1
ENSMMUG00000012340	142	118	77	106	138	93	126	131	98	90
ENSMMUG00000012342	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012343	176	128	150	71	141	78	168	124	102	96
ENSMMUG00000012345	128	110	87	133	91	56	141	119	104	124
ENSMMUG00000012346	1278	1067	1093	1140	1176	926	1383	1035	1127	1010
ENSMMUG00000012348	369	383	223	422	322	297	466	220	375	320
ENSMMUG00000012349	278	290	281	443	286	268	336	110	298	202
ENSMMUG00000012350	525	569	574	666	528	434	687	248	573	461
ENSMMUG00000012351	34	26	24	48	22	31	36	17	26	24
ENSMMUG00000012353	9089	6609	7213	4890	7197	5561	8329	6215	6652	4615
ENSMMUG00000012354	398	261	314	365	274	242	375	294	296	255
ENSMMUG00000012355	0	9	0	0	0	1	0	0	0	0
ENSMMUG00000012356	0	0	2	0	0	2	0	0	0	0
ENSMMUG00000012362	2269	2202	2041	1333	2006	1370	2839	2283	1405	1204
ENSMMUG00000012363	856	734	694	822	838	694	947	630	892	663
ENSMMUG00000012364	1110	1065	1312	653	993	480	1545	1202	780	506
ENSMMUG00000012365	7230	5736	7158	5585	5647	4460	7711	5522	5921	5168
ENSMMUG00000012366	2795	2191	2283	2678	2283	1705	2459	2930	2073	1969
ENSMMUG00000012370	2878	2131	2399	1697	2449	1746	2881	2246	2180	1552
ENSMMUG00000012371	193	181	268	204	112	110	234	197	151	158
ENSMMUG00000012373	57	45	22	51	32	37	45	13	43	70
ENSMMUG00000012374	2571	2285	2428	2638	2441	2059	2397	2188	2449	2439
ENSMMUG00000012376	0	0	0	0	2	1	1	0	1	0
ENSMMUG00000012377	10527	9255	11109	6602	9260	6189	12147	6899	8783	7647
