Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,AGE,individual_id,sex,source_name,tissue,Dominance_rank
SRR15023826,RNA-Seq,202,8112499780,PRJNA743291,SAMN20012670,2432076190,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335802,GSM5415024,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:39:00Z,1,GSM5415024,SRP326660,11.98,3A6,male,primary visual cortex,primary visual cortex,low
SRR15023829,RNA-Seq,202,5371405836,PRJNA743291,SAMN20012667,1586931705,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335805,GSM5415027,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:53:00Z,1,GSM5415027,SRP326660,5.32,4N8,male,primary visual cortex,primary visual cortex,mid
SRR15023830,RNA-Seq,202,3633690332,PRJNA743291,SAMN20012666,1092650516,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335806,GSM5415028,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:27:00Z,1,GSM5415028,SRP326660,6.94,9I7,female,primary visual cortex,primary visual cortex,low
SRR15023833,RNA-Seq,202,6827915322,PRJNA743291,SAMN20012663,2052964697,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335825,GSM5415031,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:54:00Z,1,GSM5415031,SRP326660,10.75,4C6,male,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,mid
SRR15023834,RNA-Seq,202,6986430378,PRJNA743291,SAMN20012660,2111775260,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335826,GSM5415032,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415032,SRP326660,11.02,1B7,male,ventromedial hypothalamus,ventromedial hypothalamus,high
SRR15023835,RNA-Seq,202,5278829034,PRJNA743291,SAMN20012659,1559693852,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335827,GSM5415033,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:42:00Z,1,GSM5415033,SRP326660,7.03,0K1,male,dorsolateral prefrontal cortex,dorsolateral prefrontal cortex,low
SRR15023838,RNA-Seq,202,8457401044,PRJNA743291,SAMN20012483,2567092112,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335830,GSM5415036,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415036,SRP326660,8.19,5H7,male,primary visual cortex,primary visual cortex,low
SRR15023859,RNA-Seq,202,6106525650,PRJNA743291,SAMN20012467,1814496908,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335898,GSM5415057,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:37:00Z,1,GSM5415057,SRP326660,6.13,7L0,female,putamen,putamen,low
SRR15023866,RNA-Seq,202,6574166558,PRJNA743291,SAMN20012509,1930388858,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335921,GSM5415064,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:37:00Z,1,GSM5415064,SRP326660,8.19,5H7,male,amygdala,amygdala,low
SRR15023867,RNA-Seq,202,6021460016,PRJNA743291,SAMN20012508,1765594926,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335922,GSM5415065,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:34:00Z,1,GSM5415065,SRP326660,5.13,9N0,female,ventromedial hypothalamus,ventromedial hypothalamus,high
SRR15023868,RNA-Seq,202,4834573464,PRJNA743291,SAMN20012507,1415315999,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335923,GSM5415066,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:33:00Z,1,GSM5415066,SRP326660,6.97,9I5,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,mid
SRR15023869,RNA-Seq,202,4282039632,PRJNA743291,SAMN20012506,1283823872,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335924,GSM5415067,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:34:00Z,1,GSM5415067,SRP326660,10.17,9C6,male,dentate gyrus,dentate gyrus,low
SRR15023870,RNA-Seq,202,5881306760,PRJNA743291,SAMN20012505,1769458008,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335925,GSM5415068,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:35:00Z,1,GSM5415068,SRP326660,5.11,4N7,male,primary motor cortex,primary motor cortex,high
SRR15023880,RNA-Seq,202,5055461272,PRJNA743291,SAMN20012495,1481512790,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335959,GSM5415078,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:43:00Z,1,GSM5415078,SRP326660,12.04,49Z,male,primary motor cortex,primary motor cortex,low
SRR15023881,RNA-Seq,202,5650374906,PRJNA743291,SAMN20012489,1716773290,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335960,GSM5415079,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415079,SRP326660,7.05,6I4,male,ventromedial prefrontal cortex,ventromedial prefrontal cortex,mid
SRR15023882,RNA-Seq,202,6252715676,PRJNA743291,SAMN20012488,1854261170,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335961,GSM5415080,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415080,SRP326660,11.20,2C7,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023883,RNA-Seq,202,6074894672,PRJNA743291,SAMN20012487,1826804751,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335962,GSM5415081,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:42:00Z,1,GSM5415081,SRP326660,7.14,4J0,male,lateral geniculate nucleus,lateral geniculate nucleus,mid
SRR15023884,RNA-Seq,202,7257335406,PRJNA743291,SAMN20012486,2175589024,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335963,GSM5415082,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:45:00Z,1,GSM5415082,SRP326660,14.10,80S,female,putamen,putamen,low
SRR15023894,RNA-Seq,202,6331847156,PRJNA743291,SAMN20012620,1904880397,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335989,GSM5415092,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415092,SRP326660,6.05,8L6,male,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,low
SRR15023895,RNA-Seq,202,5516082276,PRJNA743291,SAMN20012619,1632489404,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11336005,GSM5415093,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415093,SRP326660,12.03,65Z,female,primary motor cortex,primary motor cortex,low
SRR15023896,RNA-Seq,202,5521653638,PRJNA743291,SAMN20012618,1664907410,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11336006,GSM5415094,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415094,SRP326660,5.32,4N8,male,dorsolateral prefrontal cortex,dorsolateral prefrontal cortex,mid
SRR15023897,RNA-Seq,202,6637235604,PRJNA743291,SAMN20012617,1961894851,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11336007,GSM5415095,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415095,SRP326660,12.96,48V,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,mid
SRR15023898,RNA-Seq,202,5892721578,PRJNA743291,SAMN20012616,1818870479,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11336008,GSM5415096,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415096,SRP326660,6.14,7L7,female,putamen,putamen,mid
SRR15023899,RNA-Seq,202,6063031212,PRJNA743291,SAMN20012615,1781501831,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11336009,GSM5415097,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:37:00Z,1,GSM5415097,SRP326660,6.05,3L6,male,amygdala,amygdala,mid
SRR15023910,RNA-Seq,202,5696706232,PRJNA743291,SAMN20012604,1723200271,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11336036,GSM5415108,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:40:00Z,1,GSM5415108,SRP326660,6.05,8L6,male,dorsolateral prefrontal cortex,dorsolateral prefrontal cortex,low
SRR15023911,RNA-Seq,202,5262696102,PRJNA743291,SAMN20012603,1550190946,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11336053,GSM5415109,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415109,SRP326660,7.03,0K1,male,anterior cingulate cortex,anterior cingulate cortex,low
SRR15023913,RNA-Seq,202,8077142710,PRJNA743291,SAMN20012601,2538811066,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11336055,GSM5415111,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:48:00Z,1,GSM5415111,SRP326660,16.02,36O,female,anterior cingulate cortex,anterior cingulate cortex,low
SRR15023914,RNA-Seq,202,6817587264,PRJNA743291,SAMN20012600,2024846796,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11336056,GSM5415112,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:42:00Z,1,GSM5415112,SRP326660,8.19,5H7,male,anterior cingulate cortex,anterior cingulate cortex,low
SRR15023916,RNA-Seq,202,6268289674,PRJNA743291,SAMN20012627,1898076060,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11336058,GSM5415114,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:39:00Z,1,GSM5415114,SRP326660,12.96,48V,female,cornu ammonis 3,cornu ammonis 3,mid
SRR15023918,RNA-Seq,202,4742801834,PRJNA743291,SAMN20012625,1512916790,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11336060,GSM5415116,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415116,SRP326660,5.32,4N8,male,primary motor cortex,primary motor cortex,mid
SRR15023920,RNA-Seq,202,9662172878,PRJNA743291,SAMN20012623,3224392035,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335543,GSM5415118,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:44:00Z,1,GSM5415118,SRP326660,6.05,3L6,male,ventromedial hypothalamus,ventromedial hypothalamus,mid
SRR15023922,RNA-Seq,202,8617553916,PRJNA743291,SAMN20012568,2830497191,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335545,GSM5415120,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:51:00Z,1,GSM5415120,SRP326660,12.07,3A9,female,ventromedial hypothalamus,ventromedial hypothalamus,low
SRR15023926,RNA-Seq,202,7761321164,PRJNA743291,SAMN20012564,2494810786,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335549,GSM5415124,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415124,SRP326660,6.94,9I7,female,putamen,putamen,low
SRR15023927,RNA-Seq,202,5979703384,PRJNA743291,SAMN20012563,1940951484,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335567,GSM5415125,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:40:00Z,1,GSM5415125,SRP326660,6.14,7L7,female,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,mid
SRR15023928,RNA-Seq,202,7391516330,PRJNA743291,SAMN20012562,2397127255,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335568,GSM5415126,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415126,SRP326660,6.97,9I5,female,amygdala,amygdala,mid
SRR15023931,RNA-Seq,202,10052563330,PRJNA743291,SAMN20012559,3271350929,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335571,GSM5415129,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:57:00Z,1,GSM5415129,SRP326660,6.13,7L0,female,ventromedial hypothalamus,ventromedial hypothalamus,low
SRR15023932,RNA-Seq,202,7704675516,PRJNA743291,SAMN20012558,2530236095,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335572,GSM5415130,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:57:00Z,1,GSM5415130,SRP326660,6.94,9I7,female,primary motor cortex,primary motor cortex,low
SRR15023935,RNA-Seq,202,6907771376,PRJNA743291,SAMN20012555,2186146423,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335591,GSM5415133,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415133,SRP326660,6.05,3L6,male,lateral geniculate nucleus,lateral geniculate nucleus,mid
SRR15023936,RNA-Seq,202,6423253368,PRJNA743291,SAMN20012554,2020592890,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335592,GSM5415134,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:43:00Z,1,GSM5415134,SRP326660,19.89,22H,female,primary motor cortex,primary motor cortex,mid
SRR15023937,RNA-Seq,202,6424532432,PRJNA743291,SAMN20012550,2043256552,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335593,GSM5415135,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:47:00Z,1,GSM5415135,SRP326660,11.20,2C7,female,primary motor cortex,primary motor cortex,low
SRR15023938,RNA-Seq,202,6597059824,PRJNA743291,SAMN20012549,2156667519,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335594,GSM5415136,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:44:00Z,1,GSM5415136,SRP326660,14.91,20S,female,dentate gyrus,dentate gyrus,mid
SRR15023940,RNA-Seq,202,7837755338,PRJNA743291,SAMN20012547,2559984347,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335596,GSM5415138,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:44:00Z,1,GSM5415138,SRP326660,16.02,36O,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,low
SRR15023941,RNA-Seq,202,7792474008,PRJNA743291,SAMN20012546,2542082766,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335597,GSM5415139,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:56:00Z,1,GSM5415139,SRP326660,8.04,6H6,female,ventromedial hypothalamus,ventromedial hypothalamus,mid
SRR15023944,RNA-Seq,202,6974045354,PRJNA743291,SAMN20012552,2276030881,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335616,GSM5415142,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:43:00Z,1,GSM5415142,SRP326660,14.10,80S,female,amygdala,amygdala,low
SRR15023945,RNA-Seq,202,8514660772,PRJNA743291,SAMN20012551,2773543029,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335617,GSM5415143,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:46:00Z,1,GSM5415143,SRP326660,11.98,3A6,male,putamen,putamen,low
SRR15023946,RNA-Seq,202,7491973152,PRJNA743291,SAMN20012544,2462701173,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335618,GSM5415144,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:48:00Z,1,GSM5415144,SRP326660,19.89,22H,female,lateral geniculate nucleus,lateral geniculate nucleus,mid
SRR15023947,RNA-Seq,202,8081628524,PRJNA743291,SAMN20012543,2652181211,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335619,GSM5415145,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:51:00Z,1,GSM5415145,SRP326660,5.08,5N1,female,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,mid
SRR15023948,RNA-Seq,202,5929833826,PRJNA743291,SAMN20012542,1919558614,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335620,GSM5415146,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:46:00Z,1,GSM5415146,SRP326660,6.16,8K7,female,putamen,putamen,high
SRR15023949,RNA-Seq,202,6901161936,PRJNA743291,SAMN20012541,2182307390,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335621,GSM5415147,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:53:00Z,1,GSM5415147,SRP326660,6.97,9I5,female,dentate gyrus,dentate gyrus,mid
SRR15023950,RNA-Seq,202,8487719426,PRJNA743291,SAMN20012540,2846601812,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335622,GSM5415148,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:55:00Z,1,GSM5415148,SRP326660,11.02,1B7,male,putamen,putamen,high
SRR15023951,RNA-Seq,202,6150961206,PRJNA743291,SAMN20012599,1956119660,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335639,GSM5415149,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:48:00Z,1,GSM5415149,SRP326660,8.04,6H6,female,cornu ammonis 3,cornu ammonis 3,mid
SRR15023952,RNA-Seq,202,5031349744,PRJNA743291,SAMN20012598,1608829677,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335640,GSM5415150,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:42:00Z,1,GSM5415150,SRP326660,7.05,6I4,male,lateral geniculate nucleus,lateral geniculate nucleus,mid
SRR15023955,RNA-Seq,202,6246568412,PRJNA743291,SAMN20012595,1991749758,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335643,GSM5415153,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:43:00Z,1,GSM5415153,SRP326660,6.05,3L6,male,putamen,putamen,mid
SRR15023956,RNA-Seq,202,7802274644,PRJNA743291,SAMN20012594,2572695968,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335644,GSM5415154,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:46:00Z,1,GSM5415154,SRP326660,8.19,5H7,male,putamen,putamen,low
SRR15023957,RNA-Seq,202,8104830648,PRJNA743291,SAMN20012593,2674292039,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335645,GSM5415155,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:51:00Z,1,GSM5415155,SRP326660,10.75,4C6,male,primary motor cortex,primary motor cortex,mid
SRR15023958,RNA-Seq,202,7322160640,PRJNA743291,SAMN20012592,2380198717,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335646,GSM5415156,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:46:00Z,1,GSM5415156,SRP326660,11.98,3A6,male,lateral geniculate nucleus,lateral geniculate nucleus,low
