Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,AGE,individual_id,sex,source_name,tissue,Dominance_rank
SRR15023664,RNA-Seq,100,2263849200,PRJNA743291,SAMN20012452,705375715,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335815,GSM5414854,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:17:00Z,1,GSM5414854,SRP326660,5.11,4N7,male,superior temporal sulcus,superior temporal sulcus,high
SRR15023665,RNA-Seq,100,1671047500,PRJNA743291,SAMN20012451,518208910,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335816,GSM5414855,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:13:00Z,1,GSM5414855,SRP326660,10.23,2E9,female,amygdala,amygdala,low
SRR15023666,RNA-Seq,100,1303642000,PRJNA743291,SAMN20012450,407703975,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335817,GSM5414856,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:11:00Z,1,GSM5414856,SRP326660,13.94,60T,male,amygdala,amygdala,low
SRR15023667,RNA-Seq,100,1608683500,PRJNA743291,SAMN20012449,504668276,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335818,GSM5414857,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:12:00Z,1,GSM5414857,SRP326660,11.02,1B7,male,amygdala,amygdala,high
SRR15023668,RNA-Seq,100,1654553800,PRJNA743291,SAMN20012448,517929261,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335819,GSM5414858,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:13:00Z,1,GSM5414858,SRP326660,6.13,7L0,female,amygdala,amygdala,low
SRR15023669,RNA-Seq,100,1594710800,PRJNA743291,SAMN20012447,500865331,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335820,GSM5414859,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:13:00Z,1,GSM5414859,SRP326660,11.98,3A6,male,amygdala,amygdala,low
SRR15023670,RNA-Seq,100,1932423400,PRJNA743291,SAMN20012446,604847295,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335821,GSM5414860,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:13:00Z,1,GSM5414860,SRP326660,6.05,8L6,male,amygdala,amygdala,low
SRR15023671,RNA-Seq,100,1969114400,PRJNA743291,SAMN20012445,613132765,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335822,GSM5414861,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:14:00Z,1,GSM5414861,SRP326660,11.18,5B6,female,amygdala,amygdala,high
SRR15023672,RNA-Seq,100,1745412900,PRJNA743291,SAMN20012444,542729688,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335846,GSM5414862,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:17:00Z,1,GSM5414862,SRP326660,6.14,7L7,female,amygdala,amygdala,mid
SRR15023673,RNA-Seq,100,1632966000,PRJNA743291,SAMN20012443,506954684,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335847,GSM5414863,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:19:00Z,1,GSM5414863,SRP326660,13.95,94S,female,amygdala,amygdala,low
SRR15023676,RNA-Seq,100,1439828600,PRJNA743291,SAMN20012440,451799970,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335850,GSM5414866,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:12:00Z,1,GSM5414866,SRP326660,12.07,3A9,female,amygdala,amygdala,low
SRR15023677,RNA-Seq,100,1360071800,PRJNA743291,SAMN20012439,428359964,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335851,GSM5414867,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:10:00Z,1,GSM5414867,SRP326660,5.11,4N7,male,amygdala,amygdala,high
SRR15023681,RNA-Seq,100,2124523600,PRJNA743291,SAMN20012435,665855752,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335871,GSM5414871,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:16:00Z,1,GSM5414871,SRP326660,5.08,5N1,female,amygdala,amygdala,mid
SRR15023682,RNA-Seq,100,1755501500,PRJNA743291,SAMN20012434,549084127,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335872,GSM5414872,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:15:00Z,1,GSM5414872,SRP326660,12.04,49Z,male,amygdala,amygdala,low
SRR15023683,RNA-Seq,100,1616676800,PRJNA743291,SAMN20012433,505891449,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335873,GSM5414873,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:12:00Z,1,GSM5414873,SRP326660,12.03,65Z,female,amygdala,amygdala,low
SRR15023684,RNA-Seq,100,1968897700,PRJNA743291,SAMN20012432,614684260,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335874,GSM5414874,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:14:00Z,1,GSM5414874,SRP326660,6.14,7L7,female,caudate nucleus,caudate nucleus,mid
SRR15023685,RNA-Seq,100,2177537600,PRJNA743291,SAMN20012431,676386972,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335875,GSM5414875,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:25:00Z,1,GSM5414875,SRP326660,5.89,3L5,male,caudate nucleus,caudate nucleus,mid
SRR15023686,RNA-Seq,100,1746226300,PRJNA743291,SAMN20012430,543537470,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335876,GSM5414876,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:13:00Z,1,GSM5414876,SRP326660,6.05,8L6,male,caudate nucleus,caudate nucleus,low
SRR15023688,RNA-Seq,100,1276336800,PRJNA743291,SAMN20012428,401445673,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335910,GSM5414878,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:13:00Z,1,GSM5414878,SRP326660,5.11,4N7,male,caudate nucleus,caudate nucleus,high
SRR15023689,RNA-Seq,100,1455417300,PRJNA743291,SAMN20012427,459546800,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335911,GSM5414879,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:14:00Z,1,GSM5414879,SRP326660,10.23,2E9,female,caudate nucleus,caudate nucleus,low
SRR15023690,RNA-Seq,100,1691958200,PRJNA743291,SAMN20012426,531762772,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335912,GSM5414880,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:14:00Z,1,GSM5414880,SRP326660,5.13,9N0,female,caudate nucleus,caudate nucleus,high
SRR15023691,RNA-Seq,100,1450274400,PRJNA743291,SAMN20012425,451457086,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335913,GSM5414881,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:14:00Z,1,GSM5414881,SRP326660,5.08,5N1,female,caudate nucleus,caudate nucleus,mid
SRR15023693,RNA-Seq,100,1596479900,PRJNA743291,SAMN20012423,503910290,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335915,GSM5414883,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:14:00Z,1,GSM5414883,SRP326660,5.32,4N8,male,caudate nucleus,caudate nucleus,mid
SRR15023694,RNA-Seq,100,1878619200,PRJNA743291,SAMN20012422,585036560,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335916,GSM5414884,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:14:00Z,1,GSM5414884,SRP326660,7.27,4J3,female,caudate nucleus,caudate nucleus,mid
SRR15023696,RNA-Seq,100,1856305900,PRJNA743291,SAMN20012420,580927962,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335950,GSM5414886,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:16:00Z,1,GSM5414886,SRP326660,6.05,8L6,male,superior temporal sulcus,superior temporal sulcus,low
SRR15023697,RNA-Seq,100,2160396600,PRJNA743291,SAMN20012419,675954073,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335951,GSM5414887,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:17:00Z,1,GSM5414887,SRP326660,11.18,5B6,female,superior temporal sulcus,superior temporal sulcus,high
SRR15023698,RNA-Seq,100,2163443700,PRJNA743291,SAMN20012418,678284133,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335952,GSM5414888,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:16:00Z,1,GSM5414888,SRP326660,13.94,60T,male,superior temporal sulcus,superior temporal sulcus,low
SRR15023699,RNA-Seq,100,2171508400,PRJNA743291,SAMN20012417,679779497,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335953,GSM5414889,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:15:00Z,1,GSM5414889,SRP326660,5.08,5N1,female,superior temporal sulcus,superior temporal sulcus,mid
SRR15023701,RNA-Seq,100,1645089900,PRJNA743291,SAMN20012539,508674432,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335955,GSM5414891,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:16:00Z,1,GSM5414891,SRP326660,6.14,7L7,female,superior temporal sulcus,superior temporal sulcus,mid
SRR15023702,RNA-Seq,100,1667503000,PRJNA743291,SAMN20012416,513340592,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335956,GSM5414892,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:15:00Z,1,GSM5414892,SRP326660,6.94,9I7,female,superior temporal sulcus,superior temporal sulcus,low
SRR15023703,RNA-Seq,100,1605787800,PRJNA743291,SAMN20012415,497430161,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335957,GSM5414893,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:16:00Z,1,GSM5414893,SRP326660,13.95,94S,female,superior temporal sulcus,superior temporal sulcus,low
SRR15023704,RNA-Seq,100,1585086500,PRJNA743291,SAMN20012414,493562727,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335974,GSM5414894,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:15:00Z,1,GSM5414894,SRP326660,5.89,3L5,male,superior temporal sulcus,superior temporal sulcus,mid
SRR15023705,RNA-Seq,100,1996809200,PRJNA743291,SAMN20012413,616840705,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335975,GSM5414895,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:17:00Z,1,GSM5414895,SRP326660,12.04,49Z,male,superior temporal sulcus,superior temporal sulcus,low
SRR15023706,RNA-Seq,100,2378531300,PRJNA743291,SAMN20012412,746269723,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335976,GSM5414896,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:17:00Z,1,GSM5414896,SRP326660,7.05,6I4,male,superior temporal sulcus,superior temporal sulcus,mid
SRR15023707,RNA-Seq,100,1858108100,PRJNA743291,SAMN20012411,575252299,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335977,GSM5414897,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:16:00Z,1,GSM5414897,SRP326660,12.03,65Z,female,superior temporal sulcus,superior temporal sulcus,low
SRR15023714,RNA-Seq,100,2117764700,PRJNA743291,SAMN20012534,664449008,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335992,GSM5414904,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:30:00Z,1,GSM5414904,SRP326660,5.13,9N0,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,high
SRR15023715,RNA-Seq,100,1962809000,PRJNA743291,SAMN20012533,618786020,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335993,GSM5414905,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:18:00Z,1,GSM5414905,SRP326660,12.07,3A9,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023716,RNA-Seq,100,2235540700,PRJNA743291,SAMN20012532,702937483,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335994,GSM5414906,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:18:00Z,1,GSM5414906,SRP326660,12.04,49Z,male,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023717,RNA-Seq,100,2049850100,PRJNA743291,SAMN20012531,648431322,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335995,GSM5414907,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:20:00Z,1,GSM5414907,SRP326660,11.18,5B6,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,high
SRR15023718,RNA-Seq,100,2363279800,PRJNA743291,SAMN20012530,748483306,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335996,GSM5414908,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:19:00Z,1,GSM5414908,SRP326660,6.05,8L6,male,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023719,RNA-Seq,100,2510011800,PRJNA743291,SAMN20012529,790721273,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11336013,GSM5414909,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:21:00Z,1,GSM5414909,SRP326660,11.98,3A6,male,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023720,RNA-Seq,100,2412529000,PRJNA743291,SAMN20012528,767034921,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11336014,GSM5414910,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:21:00Z,1,GSM5414910,SRP326660,10.17,9C6,male,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023721,RNA-Seq,100,2244037400,PRJNA743291,SAMN20012527,705585527,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11336015,GSM5414911,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:21:00Z,1,GSM5414911,SRP326660,7.27,4J3,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,mid
SRR15023730,RNA-Seq,100,2320159600,PRJNA743291,SAMN20012518,727158282,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11336040,GSM5414920,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:22:00Z,1,GSM5414920,SRP326660,13.94,60T,male,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023732,RNA-Seq,100,2398180500,PRJNA743291,SAMN20012516,763604810,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11336042,GSM5414922,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:23:00Z,1,GSM5414922,SRP326660,7.14,4J0,male,caudate nucleus,caudate nucleus,mid
SRR15023734,RNA-Seq,100,2221554700,PRJNA743291,SAMN20012514,700033851,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11336044,GSM5414924,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:21:00Z,1,GSM5414924,SRP326660,12.07,3A9,female,cornu ammonis 3,cornu ammonis 3,low
SRR15023736,RNA-Seq,100,1759238400,PRJNA743291,SAMN20012512,554932230,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335535,GSM5414926,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:20:00Z,1,GSM5414926,SRP326660,11.98,3A6,male,cornu ammonis 3,cornu ammonis 3,low
SRR15023739,RNA-Seq,100,2267663000,PRJNA743291,SAMN20012689,731136092,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335538,GSM5414930,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:21:00Z,1,GSM5414930,SRP326660,6.14,7L7,female,cornu ammonis 3,cornu ammonis 3,mid
SRR15023741,RNA-Seq,100,4760398600,PRJNA743291,SAMN20011900,1522423521,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335540,GSM5414933,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:33:00Z,1,GSM5414933,SRP326660,7.27,4J3,female,cornu ammonis 3,cornu ammonis 3,mid
SRR15023744,RNA-Seq,100,2598188600,PRJNA743291,SAMN20011897,827548171,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335559,GSM5414937,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:21:00Z,1,GSM5414937,SRP326660,10.23,2E9,female,cornu ammonis 3,cornu ammonis 3,low
SRR15023747,RNA-Seq,100,5146079700,PRJNA743291,SAMN20013269,1653806405,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335562,GSM5414943,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:36:00Z,1,GSM5414943,SRP326660,13.94,60T,male,cornu ammonis 3,cornu ammonis 3,low
SRR15023752,RNA-Seq,100,1557998000,PRJNA743291,SAMN20012777,506823659,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335584,GSM5414950,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:20:00Z,1,GSM5414950,SRP326660,6.13,7L0,female,cornu ammonis 3,cornu ammonis 3,low
SRR15023753,RNA-Seq,100,2509479100,PRJNA743291,SAMN20012704,807392602,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335585,GSM5414951,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:25:00Z,1,GSM5414951,SRP326660,7.14,4J0,male,cornu ammonis 3,cornu ammonis 3,mid
SRR15023754,RNA-Seq,100,1816352800,PRJNA743291,SAMN20012703,590689710,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335586,GSM5414952,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:28:00Z,1,GSM5414952,SRP326660,10.17,9C6,male,cornu ammonis 3,cornu ammonis 3,low
SRR15023767,RNA-Seq,100,2140222900,PRJNA743291,SAMN20012701,679114967,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335631,GSM5414965,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:24:00Z,1,GSM5414965,SRP326660,11.98,3A6,male,dentate gyrus,dentate gyrus,low
SRR15023774,RNA-Seq,100,1015984400,PRJNA743291,SAMN20012691,320893947,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335638,GSM5414972,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:20:00Z,1,GSM5414972,SRP326660,7.14,4J0,male,anterior cingulate cortex,anterior cingulate cortex,mid
SRR15023775,RNA-Seq,100,3040718200,PRJNA743291,SAMN20012690,959919648,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335655,GSM5414973,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:29:00Z,1,GSM5414973,SRP326660,6.13,7L0,female,anterior cingulate cortex,anterior cingulate cortex,low
